n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.029471874237060547,0.0,151.6032314300537,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8026819923371648,0.8026819923371648,0.0,5
26,0.01383662223815918,0.0,124.1951994895935,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8157734734647789,0.8157734734647789,0.0,1
26,0.010066747665405273,0.0,154.4114294052124,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7862921552586128,0.7862921552586128,0.0,12
26,0.013064861297607422,0.0,130.16376090049744,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.8033276064743649,0.8033276064743649,0.0,4
26,0.029471874237060547,0.0,154.6641435623169,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7982039091389329,0.7982039091389329,0.0,8
26,0.029471874237060547,0.0,125.37958931922913,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8109483288007721,0.8109483288007721,0.0,2
26,0.029471874237060547,0.0,155.1400113105774,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7896108564752404,0.7896108564752404,0.0,11
26,0.029471874237060547,0.0,127.40837383270264,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.8015787585217079,0.8015787585217079,0.0,6
26,0.012062788009643555,0.0,148.0110569000244,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7949761188749337,0.7949761188749337,0.0,9
26,0.029471874237060547,0.0,147.73169112205505,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.8066901408450704,0.8066901408450704,0.0,3
26,0.013064861297607422,0.0,151.9991273880005,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7899900981186425,0.7899900981186425,0.0,10
26,0.013064861297607422,0.0,149.6897292137146,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.801360057265569,0.801360057265569,0.0,7
25,0.20641064643859863,0.0,165.75231075286865,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8053421787709497,0.8053421787709497,0.0,5
25,0.17404603958129883,0.0,146.58734774589539,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8174320687559684,0.8174320687559684,0.0,1
25,0.16299724578857422,0.0,169.30866527557373,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7920145190562613,0.7920145190562613,0.0,12
25,0.10584139823913574,0.0,145.53104901313782,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.8061344158773117,0.8061344158773117,0.0,4
25,0.11128544807434082,0.0,171.6042561531067,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8001404371105065,0.8001404371105065,0.0,9
25,0.08731389045715332,0.0,146.04579091072083,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8116501447495394,0.8116501447495394,0.0,2
25,0.10338187217712402,0.0,160.86735916137695,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7949317038102086,0.7949317038102086,0.0,10
25,0.08376598358154297,0.0,168.39580750465393,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.8043711931207452,0.8043711931207452,0.0,6
25,0.10368180274963379,0.0,170.19240808486938,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8009884387962227,0.8009884387962227,0.0,7
25,0.201798677444458,0.0,147.06876754760742,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.8087393181217514,0.8087393181217514,0.0,3
25,0.11328577995300293,0.0,171.3782832622528,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7934225896306945,0.7934225896306945,0.0,11
25,0.09645438194274902,0.0,170.1094512939453,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.8009304822403149,0.8009304822403149,0.0,8
24,0.15949273109436035,0.0,130.25571489334106,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8053421787709497,0.8053421787709497,0.0,5
24,0.143812894821167,0.0,115.3658983707428,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8174320687559684,0.8174320687559684,0.0,1
24,0.18741345405578613,0.0,131.00573921203613,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7920145190562613,0.7920145190562613,0.0,12
24,0.09176301956176758,0.0,111.86833262443542,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.8061344158773117,0.8061344158773117,0.0,4
24,0.14956116676330566,0.0,125.08803367614746,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8002106741573033,0.8002106741573033,0.0,9
