,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.005999088287353516,0.0,0.002998828887939453,0.0,{},0.8497299211901178,0.8497299211901178,0.0,1
