n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,181.90856647491455,0.0,5.510292291641235,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8907127429805616,0.8907127429805616,0.0,13
26,242.40986251831055,0.0,19.760178565979004,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.8228852997536271,0.8228852997536271,0.0,18
26,181.90249228477478,0.0,5.413333892822266,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8907127429805616,0.8907127429805616,0.0,13
26,211.29035353660583,0.0,14.991169214248657,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8827466318991743,0.8827466318991743,0.0,16
26,181.8395872116089,0.0,5.4494476318359375,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8907127429805616,0.8907127429805616,0.0,13
26,185.5092375278473,0.0,14.74146318435669,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8910058359079986,0.8910058359079986,0.0,12
26,164.63516664505005,0.0,5.119366884231567,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8912104990502504,0.8912104990502504,0.0,6
26,212.10411667823792,0.0,14.470704078674316,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8825369244135534,0.8825369244135534,0.0,17
26,164.49208760261536,0.0,4.903885364532471,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8912104990502504,0.8912104990502504,0.0,6
26,180.74792313575745,0.0,15.175679683685303,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.891547598553968,0.891547598553968,0.0,4
26,164.6362738609314,0.0,5.2845213413238525,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8912104990502504,0.8912104990502504,0.0,6
26,159.72962832450867,0.0,14.567282676696777,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8939355277706897,0.8939355277706897,0.0,2
26,212.95114064216614,0.0,3.405916690826416,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8910566298342542,0.8910566298342542,0.0,9
26,181.01928186416626,0.0,15.692772388458252,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8913624989213911,0.8913624989213911,0.0,5
26,212.59459352493286,0.0,3.3870580196380615,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8910566298342542,0.8910566298342542,0.0,9
26,70.78777265548706,0.0,9.512176513671875,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8937666123638858,0.8937666123638858,0.0,3
26,90.06380033493042,0.0,2.8133902549743652,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8910566298342542,0.8910566298342542,0.0,9
26,96.38980436325073,0.0,8.33116364479065,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.8946163628656211,0.8946163628656211,0.0,1
25,177.8308389186859,0.0,5.402812957763672,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8907127429805616,0.8907127429805616,0.0,13
25,233.10025930404663,0.0,19.772775650024414,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.8229927007299269,0.8229927007299269,0.0,18
25,178.20738053321838,0.0,5.504063129425049,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8907127429805616,0.8907127429805616,0.0,13
25,209.2912175655365,0.0,14.440922975540161,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8825932041366126,0.8825932041366126,0.0,17
25,178.041339635849,0.0,5.337353944778442,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8907127429805616,0.8907127429805616,0.0,13
25,185.0302345752716,0.0,14.408764362335205,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8908341915550978,0.8908341915550978,0.0,12
25,166.23584580421448,0.0,4.704591751098633,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8911335578002244,0.8911335578002244,0.0,9
25,209.10563325881958,0.0,14.291530847549438,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8826136067425494,0.8826136067425494,0.0,16
25,166.20192289352417,0.0,4.673801898956299,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8911335578002244,0.8911335578002244,0.0,9
25,179.58716583251953,0.0,15.078088760375977,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.891987262242878,0.891987262242878,0.0,4
25,166.4038758277893,0.0,4.675690650939941,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8911335578002244,0.8911335578002244,0.0,9
25,159.83789992332458,0.0,13.993035554885864,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8947860848856001,0.8947860848856001,0.0,1
25,207.45246124267578,0.0,3.225682497024536,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8912292817679558,0.8912292817679558,0.0,6
25,180.68159294128418,0.0,14.693940877914429,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.891439420089748,0.891439420089748,0.0,5
25,207.50739240646362,0.0,3.19465970993042,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8912292817679558,0.8912292817679558,0.0,6
25,61.401604890823364,0.0,9.907456398010254,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8938614540466393,0.8938614540466393,0.0,3
25,76.14872407913208,0.0,2.7665252685546875,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8912292817679558,0.8912292817679558,0.0,6
25,82.42034769058228,0.0,8.18001675605774,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.8947859262399322,0.8947859262399322,0.0,2
24,158.5452117919922,0.0,5.05653715133667,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8907127429805616,0.8907127429805616,0.0,13
24,218.82123804092407,0.0,18.879446268081665,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.8230249954387886,0.8230249954387886,0.0,18
24,158.66622018814087,0.0,5.19209361076355,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8907127429805616,0.8907127429805616,0.0,13
