n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.008998394012451172,0.0,6.01069712638855,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9084491506728436,0.9084491506728436,0.0,10
26,0.0070002079010009766,0.0,4.782593011856079,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9307760141093475,0.9307760141093475,0.0,4
26,0.012001752853393555,0.0,6.035696506500244,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.9055242390078917,0.9055242390078917,0.0,12
26,0.021001815795898438,0.0,4.755595445632935,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.9298401420959147,0.9298401420959147,0.0,5
26,0.024004697799682617,0.0,6.045695543289185,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.9103326723948006,0.9103326723948006,0.0,8
26,0.016002893447875977,0.0,4.775592803955078,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.9341844596081884,0.9341844596081884,0.0,1
26,0.008999109268188477,0.0,5.937699317932129,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.90815871600535,0.90815871600535,0.0,11
26,0.008002996444702148,0.0,4.813591003417969,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.930820399113082,0.930820399113082,0.0,3
26,0.0069997310638427734,0.0,5.95569920539856,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.9106551952349438,0.9106551952349438,0.0,7
26,0.007995843887329102,0.0,4.765599012374878,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.9330396475770925,0.9330396475770925,0.0,2
26,0.033005714416503906,0.0,6.006693363189697,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.9092526690391458,0.9092526690391458,0.0,9
26,0.009998798370361328,0.0,4.814594030380249,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.9295212765957448,0.9295212765957448,0.0,6
25,0.0031702518463134766,0.0,5.850845813751221,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9086879432624112,0.9086879432624112,0.0,12
25,0.005174398422241211,0.0,4.659683704376221,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9299250771264873,0.9299250771264873,0.0,6
25,0.0011754035949707031,0.0,5.780846357345581,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.9092950157162101,0.9092950157162101,0.0,11
25,0.005174398422241211,0.0,4.702656030654907,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.9304598978004888,0.9304598978004888,0.0,5
25,0.0060007572174072266,0.0,5.7870213985443115,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.9152317880794703,0.9152317880794703,0.0,7
25,0.0060007572174072266,0.0,4.583353281021118,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.934386657888962,0.934386657888962,0.0,1
25,0.005174398422241211,0.0,5.7998456954956055,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.9131789848619769,0.9131789848619769,0.0,8
25,0.0031702518463134766,0.0,4.652888298034668,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.9305524739294432,0.9305524739294432,0.0,4
25,0.005174398422241211,0.0,5.850845813751221,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.9126128109178957,0.9126128109178957,0.0,9
25,0.006174802780151367,0.0,4.62584376335144,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.9340369393139841,0.9340369393139841,0.0,2
25,0.007010459899902344,0.0,5.84701132774353,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.9101397825604616,0.9101397825604616,0.0,10
25,0.00717616081237793,0.0,4.599172353744507,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.9307368886921886,0.9307368886921886,0.0,3
24,0.009995460510253906,0.0,5.678733587265015,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9086879432624112,0.9086879432624112,0.0,12
24,0.008005380630493164,0.0,4.512792348861694,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9299250771264873,0.9299250771264873,0.0,6
24,0.009999275207519531,0.0,5.618738651275635,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.9092950157162101,0.9092950157162101,0.0,11
24,0.0029993057250976562,0.0,4.5188024044036865,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.9304598978004888,0.9304598978004888,0.0,5
24,0.006003141403198242,0.0,5.680738210678101,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.9152317880794703,0.9152317880794703,0.0,7
