,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.07599925994873047,0.0,1.5890042781829834,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9245742092457421,0.9245742092457421,0.0,12
1,0.08000016212463379,0.0,1.3290042877197266,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9378306878306878,0.9378306878306878,0.0,4
2,0.07199954986572266,0.0,1.8520007133483887,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.9280607685433424,0.9280607685433424,0.0,9
3,0.12899494171142578,0.0,1.6530065536499023,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.9391921881935197,0.9391921881935197,0.0,3
4,0.09099507331848145,0.0,1.8470039367675781,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.9287912087912087,0.9287912087912087,0.0,7
5,0.13699913024902344,0.0,1.7290022373199463,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.9397802197802199,0.9397802197802199,0.0,2
6,0.130995512008667,0.0,1.9590013027191162,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.9283654912397428,0.9283654912397428,0.0,8
7,0.1309962272644043,0.0,1.88800048828125,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.9370165745856354,0.9370165745856354,0.0,6
8,0.1379988193511963,0.0,2.0450000762939453,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.9261213720316622,0.9261213720316622,0.0,10
9,0.0989990234375,0.0,1.8380014896392822,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.9400131839156229,0.9400131839156229,0.0,1
10,0.13200092315673828,0.0,2.1319973468780518,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.9249834034078336,0.9249834034078336,0.0,11
11,0.09598469734191895,0.0,1.913999080657959,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.9371959310039806,0.9371959310039806,0.0,5
