n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.011998414993286133,0.0,0.0029997825622558594,0.0,{},0.6078746915566999,0.6078746915566999,0.0,1
25,0.012000083923339844,0.0,0.0030007362365722656,0.0,{},0.6085836909871244,0.6085836909871244,0.0,1
24,0.010997533798217773,0.0,0.003000020980834961,0.0,{},0.6089008042895442,0.6089008042895442,0.0,1
23,0.010998010635375977,0.0,0.004000186920166016,0.0,{},0.609376676322283,0.609376676322283,0.0,1
22,0.010998010635375977,0.0,0.0030002593994140625,0.0,{},0.609703735508802,0.609703735508802,0.0,1
21,0.01098942756652832,0.0,0.002998828887939453,0.0,{},0.6093213058419245,0.6093213058419245,0.0,1
20,0.009998559951782227,0.0,0.004001140594482422,0.0,{},0.6091065292096219,0.6091065292096219,0.0,1
19,0.009999990463256836,0.0,0.003000020980834961,0.0,{},0.6087236785560808,0.6087236785560808,0.0,1
18,0.011005878448486328,0.0,0.003008127212524414,0.0,{},0.6093968390495647,0.6093968390495647,0.0,1
17,0.010000228881835938,0.0,0.003000020980834961,0.0,{},0.6078156959844978,0.6078156959844978,0.0,1
16,0.009999990463256836,0.0,0.004000186920166016,0.0,{},0.6076467420570812,0.6076467420570812,0.0,1
15,0.008998394012451172,0.0,0.0030012130737304688,0.0,{},0.6069812540400775,0.6069812540400775,0.0,1
14,0.00899958610534668,0.0,0.002999544143676758,0.0,{},0.6064196467040068,0.6064196467040068,0.0,1
13,0.007999658584594727,0.0,0.003003358840942383,0.0,{},0.6055579491598448,0.6055579491598448,0.0,1
12,0.00800180435180664,0.0,0.0029981136322021484,0.0,{},0.5963875205254515,0.5963875205254515,0.0,1
11,0.008030414581298828,0.0,0.0029990673065185547,0.0,{},0.5975103734439834,0.5975103734439834,0.0,1
10,0.008000612258911133,0.0,0.0029985904693603516,0.0,{},0.5955672591617293,0.5955672591617293,0.0,1
9,0.00800013542175293,0.0,0.0029993057250976562,0.0,{},0.5937396305718394,0.5937396305718394,0.0,1
8,0.006999015808105469,0.0,0.003000020980834961,0.0,{},0.5860245302126702,0.5860245302126702,0.0,1
7,0.006034374237060547,0.0,0.0029993057250976562,0.0,{},0.5707012265679241,0.5707012265679241,0.0,1
6,0.006999492645263672,0.0,0.003000020980834961,0.0,{},0.5093940525071544,0.5093940525071544,0.0,1
5,0.00599980354309082,0.0,0.0030002593994140625,0.0,{},0.5130240635078144,0.5130240635078144,0.0,1
4,0.005997896194458008,0.0,0.0020008087158203125,0.0,{},0.17775680352367468,0.17775680352367468,0.0,1
3,0.0049991607666015625,0.0,0.003000020980834961,0.0,{},0.04634641407307172,0.04634641407307172,0.0,1
2,0.006032705307006836,0.0,0.0019991397857666016,0.0,{},0.0034578146611341635,0.0034578146611341635,0.0,1
1,0.00500035285949707,0.0,0.0029997825622558594,0.0,{},0.0,0.0,0.0,1
