,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,1.5149986743927002,0.0,0.05300188064575195,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.9611607142857143,0.9611607142857143,0.0,12
1,2.935000419616699,0.0,0.09200024604797363,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.9616071428571429,0.9616071428571429,0.0,9
2,5.334133148193359,0.0,0.17099857330322266,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.9618388752510599,0.9618388752510599,0.0,7
3,8.184134244918823,0.0,0.2650017738342285,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.9616413916146298,0.9616413916146298,0.0,8
4,10.051133394241333,0.0,0.36699867248535156,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.9618559000669196,0.9618559000669196,0.0,6
5,12.577636241912842,0.0,0.4369993209838867,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.9614097702431408,0.9614097702431408,0.0,10
6,1.5430011749267578,0.0,0.04999876022338867,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.9613407821229051,0.9613407821229051,0.0,11
7,2.848998785018921,0.0,0.09800195693969727,0.0,entropy,200,"{'criterion': 'entropy', 'n_estimators': 200}",0.9634255129348795,0.9634255129348795,0.0,1
8,5.538130283355713,0.0,0.17499971389770508,0.0,entropy,400,"{'criterion': 'entropy', 'n_estimators': 400}",0.9625,0.9625,0.0,5
9,8.08612608909607,0.0,0.2460033893585205,0.0,entropy,600,"{'criterion': 'entropy', 'n_estimators': 600}",0.9627315331399241,0.9627315331399241,0.0,3
10,10.09412670135498,0.0,0.3539998531341553,0.0,entropy,800,"{'criterion': 'entropy', 'n_estimators': 800}",0.9627315331399241,0.9627315331399241,0.0,3
11,12.335630416870117,0.0,0.4100022315979004,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.9629629629629629,0.9629629629629629,0.0,2
