n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.01399850845336914,0.0,0.0029993057250976562,0.0,{},0.6850622406639005,0.6850622406639005,0.0,1
25,0.013026952743530273,0.0,0.004002571105957031,0.0,{},0.6854119111848931,0.6854119111848931,0.0,1
24,0.013025283813476562,0.0,0.0029997825622558594,0.0,{},0.685690567604026,0.685690567604026,0.0,1
23,0.010998249053955078,0.0,0.004000425338745117,0.0,{},0.6861889927310488,0.6861889927310488,0.0,1
22,0.012029170989990234,0.0,0.003000020980834961,0.0,{},0.6861177447824732,0.6861177447824732,0.0,1
21,0.012011051177978516,0.0,0.003000974655151367,0.0,{},0.6860585913151881,0.6860585913151881,0.0,1
20,0.00999903678894043,0.0,0.0039997100830078125,0.0,{},0.6855123674911661,0.6855123674911661,0.0,1
19,0.009999752044677734,0.0,0.003000020980834961,0.0,{},0.6855064935064935,0.6855064935064935,0.0,1
18,0.009987592697143555,0.0,0.003000020980834961,0.0,{},0.6860706860706861,0.6860706860706861,0.0,1
17,0.010002613067626953,0.0,0.003998517990112305,0.0,{},0.6872466479575928,0.6872466479575928,0.0,1
16,0.008999824523925781,0.0,0.0029997825622558594,0.0,{},0.686961038961039,0.686961038961039,0.0,1
15,0.010030746459960938,0.0,0.0030012130737304688,0.0,{},0.686870783601453,0.686870783601453,0.0,1
14,0.01001286506652832,0.0,0.002999544143676758,0.0,{},0.6856253243383498,0.6856253243383498,0.0,1
13,0.008997678756713867,0.0,0.003003358840942383,0.0,{},0.6856787306854714,0.6856787306854714,0.0,1
12,0.008086204528808594,0.0,0.0029981136322021484,0.0,{},0.634113860836755,0.634113860836755,0.0,1
11,0.011999845504760742,0.0,0.004904985427856445,0.0,{},0.6346217742828663,0.6346217742828663,0.0,1
10,0.007885456085205078,0.0,0.0029997825622558594,0.0,{},0.6329367285666629,0.6329367285666629,0.0,1
9,0.007999658584594727,0.0,0.003000020980834961,0.0,{},0.6281864121280181,0.6281864121280181,0.0,1
8,0.007024526596069336,0.0,0.0029997825622558594,0.0,{},0.6232939035486806,0.6232939035486806,0.0,1
7,0.008001089096069336,0.0,0.0029985904693603516,0.0,{},0.6089074460681976,0.6089074460681976,0.0,1
6,0.006779670715332031,0.0,0.0029997825622558594,0.0,{},0.5818354957743126,0.5818354957743126,0.0,1
5,0.005561113357543945,0.0,0.0029997825622558594,0.0,{},0.5735559024858892,0.5735559024858892,0.0,1
4,0.005999565124511719,0.0,0.003943920135498047,0.0,{},0.459037881766942,0.459037881766942,0.0,1
3,0.005000114440917969,0.0,0.0030291080474853516,0.0,{},0.12030075187969924,0.12030075187969924,0.0,1
2,0.005927324295043945,0.0,0.001999378204345703,0.0,{},0.008320332813312532,0.008320332813312532,0.0,1
1,0.005010128021240234,0.0,0.0019888877868652344,0.0,{},0.0,0.0,0.0,1
