,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.005019426345825195,0.0,0.0030121803283691406,0.0,{},0.12335092348284961,0.12335092348284961,0.0,1
