n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,10.244679689407349,0.0,0.3729989528656006,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9589652096342551,0.9589652096342551,0.0,14
26,14.690347909927368,0.0,1.9634315967559814,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9458084494580845,0.9458084494580845,0.0,18
26,10.09967589378357,0.0,0.3800027370452881,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9589652096342551,0.9589652096342551,0.0,14
26,12.456677675247192,0.0,1.034996509552002,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.960622914349277,0.960622914349277,0.0,1
26,10.203677415847778,0.0,0.3820018768310547,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9589652096342551,0.9589652096342551,0.0,14
26,11.004675149917603,0.0,0.8349988460540771,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9591973244147156,0.9591973244147156,0.0,10
26,8.635884523391724,0.0,0.2648899555206299,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9594079389997756,0.9594079389997756,0.0,6
26,12.660674571990967,0.0,1.0219993591308594,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.960622914349277,0.960622914349277,0.0,1
26,8.566855669021606,0.0,0.28049731254577637,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9594079389997756,0.9594079389997756,0.0,6
26,9.749664783477783,0.0,1.0510013103485107,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9597855227882038,0.9597855227882038,0.0,3
26,8.787841081619263,0.0,0.2578246593475342,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.9594079389997756,0.9594079389997756,0.0,6
26,9.838665962219238,0.0,0.9180014133453369,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.9596432552954292,0.9596432552954292,0.0,5
26,10.81766414642334,0.0,0.17699790000915527,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.9590145576707726,0.9590145576707726,0.0,11
26,10.203665971755981,0.0,0.9429974555969238,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9597495527728086,0.9597495527728086,0.0,4
26,10.795672178268433,0.0,0.18500900268554688,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.9590145576707726,0.9590145576707726,0.0,11
