n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,3.3539962768554688,0.0,0.002000093460083008,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9506825187142228,0.9506825187142228,0.0,24
26,1.9590024948120117,0.0,0.002999544143676758,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9602473498233216,0.9602473498233216,0.0,18
26,2.507002353668213,0.0,0.0019991397857666016,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9639718804920914,0.9639718804920914,0.0,6
26,1.0350022315979004,0.0,0.002999544143676758,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9633530831687513,0.9633530831687513,0.0,10
26,0.7970035076141357,0.0,0.0039980411529541016,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9618047799865981,0.9618047799865981,0.0,14
26,0.8660049438476562,0.0,0.003997087478637695,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9626881955051276,0.9626881955051276,0.0,11
26,3.9949960708618164,0.0,0.0019998550415039062,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9543531507459364,0.9543531507459364,0.0,23
26,1.634002447128296,0.0,0.003000974655151367,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9609012591119946,0.9609012591119946,0.0,16
26,0.916003942489624,0.0,0.002998828887939453,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9584158415841585,0.9584158415841585,0.0,20
26,0.9730029106140137,0.0,0.004000425338745117,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9646697388632872,0.9646697388632872,0.0,4
26,0.916003942489624,0.0,0.003998279571533203,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9634972677595629,0.9634972677595629,0.0,9
26,0.6630027294158936,0.0,0.0039997100830078125,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9602145730889584,0.9602145730889584,0.0,19
