,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.08900070190429688,0.0,0.6420018672943115,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9192010894235133,0.9192010894235133,0.0,9
1,0.07299685478210449,0.0,0.575005292892456,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9317250796540737,0.9317250796540737,0.0,3
2,0.07699918746948242,0.0,0.8250014781951904,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.9144569979248328,0.9144569979248328,0.0,12
3,0.07399821281433105,0.0,0.7330038547515869,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.9305747126436782,0.9305747126436782,0.0,5
4,0.09700441360473633,0.0,0.9159941673278809,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.9195298372513562,0.9195298372513562,0.0,7
5,0.08199882507324219,0.0,0.7920019626617432,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.9324293785310735,0.9324293785310735,0.0,2
6,0.09700345993041992,0.0,0.930997371673584,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.9182648401826484,0.9182648401826484,0.0,10
7,0.0930016040802002,0.0,0.9229981899261475,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.9300524037366144,0.9300524037366144,0.0,6
8,0.06299805641174316,0.0,1.01900315284729,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.9193840579710145,0.9193840579710145,0.0,8
9,0.08700227737426758,0.0,0.8949968814849854,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.9327009936766035,0.9327009936766035,0.0,1
10,0.09100008010864258,0.0,1.0820002555847168,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.918055238530016,0.918055238530016,0.0,11
11,0.08600044250488281,0.0,0.9720005989074707,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.9311207092521027,0.9311207092521027,0.0,4
