,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.006995677947998047,0.0,0.004000186920166016,0.0,{},0.8498385830206788,0.8498385830206788,0.0,1
