n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.012101411819458008,0.0,0.004000186920166016,0.0,{},0.8549511854951186,0.8549511854951186,0.0,1
25,0.01199793815612793,0.0,0.004000186920166016,0.0,{},0.8551748190775132,0.8551748190775132,0.0,1
24,0.012997865676879883,0.0,0.003000974655151367,0.0,{},0.855124291321413,0.855124291321413,0.0,1
23,0.01199960708618164,0.0,0.0029990673065185547,0.0,{},0.8548499651081646,0.8548499651081646,0.0,1
22,0.011997222900390625,0.0,0.004004001617431641,0.0,{},0.8547008547008546,0.8547008547008546,0.0,1
21,0.011999845504760742,0.0,0.003999948501586914,0.0,{},0.8537777002268364,0.8537777002268364,0.0,1
20,0.010999679565429688,0.0,0.003000020980834961,0.0,{},0.8535287446567216,0.8535287446567216,0.0,1
19,0.010998010635375977,0.0,0.0030002593994140625,0.0,{},0.8535287446567216,0.8535287446567216,0.0,1
18,0.011001348495483398,0.0,0.002998828887939453,0.0,{},0.8534565425856507,0.8534565425856507,0.0,1
17,0.008998394012451172,0.0,0.003103017807006836,0.0,{},0.8532821898701073,0.8532821898701073,0.0,1
16,0.010376930236816406,0.0,0.002999544143676758,0.0,{},0.8532078103207812,0.8532078103207812,0.0,1
15,0.008997678756713867,0.0,0.003999948501586914,0.0,{},0.8523331879633669,0.8523331879633669,0.0,1
14,0.008998394012451172,0.0,0.0030002593994140625,0.0,{},0.85231037489102,0.85231037489102,0.0,1
13,0.008997440338134766,0.0,0.0029997825622558594,0.0,{},0.8525104602510459,0.8525104602510459,0.0,1
12,0.007999658584594727,0.0,0.004001140594482422,0.0,{},0.8521102197418905,0.8521102197418905,0.0,1
11,0.007997751235961914,0.0,0.0029997825622558594,0.0,{},0.8518873681457589,0.8518873681457589,0.0,1
10,0.00800013542175293,0.0,0.002999544143676758,0.0,{},0.8514350519061328,0.8514350519061328,0.0,1
9,0.006998538970947266,0.0,0.0029985904693603516,0.0,{},0.8513124618470392,0.8513124618470392,0.0,1
8,0.008011817932128906,0.0,0.0030002593994140625,0.0,{},0.850161445152282,0.850161445152282,0.0,1
7,0.007093667984008789,0.0,0.0029997825622558594,0.0,{},0.8495853339153208,0.8495853339153208,0.0,1
6,0.006995677947998047,0.0,0.004000186920166016,0.0,{},0.8498385830206788,0.8498385830206788,0.0,1
5,0.0070345401763916016,0.0,0.0029990673065185547,0.0,{},0.8483685220729367,0.8483685220729367,0.0,1
4,0.006000041961669922,0.0,0.003000974655151367,0.0,{},0.8481255448997385,0.8481255448997385,0.0,1
3,0.005999326705932617,0.0,0.003000497817993164,0.0,{},0.8479986046917241,0.8479986046917241,0.0,1
2,0.004998683929443359,0.0,0.0029993057250976562,0.0,{},0.8562732499154548,0.8562732499154548,0.0,1
1,0.003998994827270508,0.0,0.0029997825622558594,0.0,{},0.0,0.0,0.0,1
