,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.010376930236816406,0.0,0.002999544143676758,0.0,{},0.8532078103207812,0.8532078103207812,0.0,1
