n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,7.7256178855896,0.0,0.22300362586975098,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8974250738708316,0.8974250738708316,0.0,11
26,14.290146827697754,0.0,0.3774373531341553,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.8982621899780664,0.8982621899780664,0.0,10
26,26.406114101409912,0.0,0.7329995632171631,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.8991816417784526,0.8991816417784526,0.0,6
26,37.408905267715454,0.0,0.9634449481964111,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.899384329931686,0.899384329931686,0.0,4
26,47.20035934448242,0.0,1.2180001735687256,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.8996627318718382,0.8996627318718382,0.0,2
26,57.14835023880005,0.0,1.5129997730255127,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8993254637436762,0.8993254637436762,0.0,5
26,8.257616996765137,0.0,0.21199917793273926,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.8961203617614741,0.8961203617614741,0.0,12
26,15.708448648452759,0.0,0.3820004463195801,0.0,entropy,200,"{'criterion': 'entropy', 'n_estimators': 200}",0.8987267054557718,0.8987267054557718,0.0,9
26,28.38101077079773,0.0,0.651003360748291,0.0,entropy,400,"{'criterion': 'entropy', 'n_estimators': 400}",0.8991242842707982,0.8991242842707982,0.0,7
26,38.982253074645996,0.0,0.8949997425079346,0.0,entropy,600,"{'criterion': 'entropy', 'n_estimators': 600}",0.8989218328840971,0.8989218328840971,0.0,8
26,49.850242614746094,0.0,1.1690006256103516,0.0,entropy,800,"{'criterion': 'entropy', 'n_estimators': 800}",0.8994102780117944,0.8994102780117944,0.0,3
26,59.94249677658081,0.0,1.4429049491882324,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.8998568179903984,0.8998568179903984,0.0,1
25,7.276055097579956,0.0,0.21044397354125977,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8973100998139063,0.8973100998139063,0.0,12
25,14.140700578689575,0.0,0.3746356964111328,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.8990546927751519,0.8990546927751519,0.0,9
25,25.598148822784424,0.0,0.6737020015716553,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.899384329931686,0.899384329931686,0.0,7
25,36.254902362823486,0.0,0.943427324295044,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.8990222521915038,0.8990222521915038,0.0,10
25,46.19934272766113,0.0,1.2031352519989014,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.8998820158435867,0.8998820158435867,0.0,4
25,55.7732675075531,0.0,1.4819927215576172,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8992326503077831,0.8992326503077831,0.0,8
25,7.898475646972656,0.0,0.20030546188354492,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.8985409462764612,0.8985409462764612,0.0,11
25,14.924129486083984,0.0,0.3657398223876953,0.0,entropy,200,"{'criterion': 'entropy', 'n_estimators': 200}",0.89944416371905,0.89944416371905,0.0,6
25,27.691271781921387,0.0,0.6117236614227295,0.0,entropy,400,"{'criterion': 'entropy', 'n_estimators': 400}",0.8997896508203619,0.8997896508203619,0.0,5
25,38.55233359336853,0.0,0.9064731597900391,0.0,entropy,600,"{'criterion': 'entropy', 'n_estimators': 600}",0.8999747623454195,0.8999747623454195,0.0,2
25,48.7522406578064,0.0,1.1492249965667725,0.0,entropy,800,"{'criterion': 'entropy', 'n_estimators': 800}",0.9003199191783129,0.9003199191783129,0.0,1
25,58.36939573287964,0.0,1.4182758331298828,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.8999073996127619,0.8999073996127619,0.0,3
24,6.48481011390686,0.0,0.22507524490356445,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8978077571669477,0.8978077571669477,0.0,9
24,12.284822702407837,0.0,0.3793478012084961,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.8976842105263159,0.8976842105263159,0.0,10
24,22.82419443130493,0.0,0.7870845794677734,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.8994272237196765,0.8994272237196765,0.0,2
