n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.029025793075561523,0.0,153.67789101600647,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8080400245764944,0.8080400245764944,0.0,4
26,0.030007362365722656,0.0,138.9304323196411,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8211770842388941,0.8211770842388941,0.0,1
26,0.029025793075561523,0.0,163.2702341079712,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7908209910404095,0.7908209910404095,0.0,12
26,0.030007362365722656,0.0,139.1383192539215,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.8055883153406513,0.8055883153406513,0.0,5
26,0.028011560440063477,0.0,163.75124835968018,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8023635241202928,0.8023635241202928,0.0,8
26,0.030007362365722656,0.0,136.98827934265137,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8162081392282675,0.8162081392282675,0.0,2
26,0.028011560440063477,0.0,166.01393008232117,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7938489371325191,0.7938489371325191,0.0,10
26,0.028011560440063477,0.0,139.05688619613647,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.8045728688450806,0.8045728688450806,0.0,6
26,0.029025793075561523,0.0,165.69743657112122,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7993610790664656,0.7993610790664656,0.0,9
26,0.030007362365722656,0.0,135.31540250778198,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.8099495441267592,0.8099495441267592,0.0,3
26,0.028011560440063477,0.0,164.5614514350891,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.79161395264775,0.79161395264775,0.0,11
26,0.030007362365722656,0.0,135.6417429447174,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.8036275478135944,0.8036275478135944,0.0,7
25,0.06999444961547852,0.0,118.09796619415283,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8117440841367222,0.8117440841367222,0.0,4
25,0.07100701332092285,0.0,144.4249141216278,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8207579972183587,0.8207579972183587,0.0,1
25,0.06699872016906738,0.0,120.93448376655579,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7974417542256739,0.7974417542256739,0.0,11
25,0.018012523651123047,0.0,123.11584758758545,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.810771733236942,0.810771733236942,0.0,5
25,0.018985271453857422,0.0,153.25924468040466,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8074852149351223,0.8074852149351223,0.0,7
