n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.010004997253417969,0.0,7.655728578567505,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9018214127054642,0.9018214127054642,0.0,8
26,0.010002374649047852,0.0,6.728681802749634,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9219889502762431,0.9219889502762431,0.0,3
26,0.010002374649047852,0.0,7.570493459701538,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.8948201764306718,0.8948201764306718,0.0,12
26,0.010004997253417969,0.0,6.9195473194122314,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.9188101095951688,0.9188101095951688,0.0,6
26,0.00900125503540039,0.0,7.603584289550781,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.901839131398183,0.901839131398183,0.0,7
26,0.010002374649047852,0.0,6.729743242263794,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.9224327897752314,0.9224327897752314,0.0,2
26,0.010004997253417969,0.0,7.529927015304565,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.8980777827447474,0.8980777827447474,0.0,10
26,0.010002374649047852,0.0,6.7364726066589355,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.9200355397601065,0.9200355397601065,0.0,5
26,0.010004997253417969,0.0,7.64974045753479,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8999110320284697,0.8999110320284697,0.0,9
26,0.01100611686706543,0.0,6.727678060531616,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.9240953221535746,0.9240953221535746,0.0,1
26,0.010004997253417969,0.0,7.612765550613403,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.8970323741007195,0.8970323741007195,0.0,11
26,0.009002685546875,0.0,6.7226784229278564,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.9217468410551983,0.9217468410551983,0.0,4
25,0.011841535568237305,0.0,6.553002595901489,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9060208842479448,0.9060208842479448,0.0,7
25,0.011841535568237305,0.0,5.400014162063599,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9209014582412726,0.9209014582412726,0.0,5
25,0.011841535568237305,0.0,6.262003660202026,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.8987141890367696,0.8987141890367696,0.0,11
25,0.01082468032836914,0.0,5.53700590133667,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.9183992845964677,0.9183992845964677,0.0,6
25,0.009816884994506836,0.0,6.566012144088745,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.9055518690555187,0.9055518690555187,0.0,8
25,0.010236501693725586,0.0,5.525774002075195,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.9257218426272867,0.9257218426272867,0.0,2
25,0.0129547119140625,0.0,6.567765474319458,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.9023899932990842,0.9023899932990842,0.0,9
25,0.0129547119140625,0.0,5.556763410568237,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.9233162925094466,0.9233162925094466,0.0,3
25,0.0129547119140625,0.0,6.431762218475342,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8996447602131439,0.8996447602131439,0.0,10
25,0.010836601257324219,0.0,5.563009262084961,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.9258605472197705,0.9258605472197705,0.0,1
25,0.011841535568237305,0.0,6.33400821685791,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.8979409131602507,0.8979409131602507,0.0,12
25,0.011841535568237305,0.0,5.4670069217681885,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.922224684245513,0.922224684245513,0.0,4
24,0.010002613067626953,0.0,6.13764500617981,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9060208842479448,0.9060208842479448,0.0,7
24,0.009000778198242188,0.0,5.117648124694824,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9209014582412726,0.9209014582412726,0.0,5
24,0.010002613067626953,0.0,6.164642810821533,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.8987141890367696,0.8987141890367696,0.0,11
24,0.010002613067626953,0.0,5.085647821426392,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.9183992845964677,0.9183992845964677,0.0,6
24,0.009000778198242188,0.0,6.145644664764404,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.9055518690555187,0.9055518690555187,0.0,8
24,0.00899958610534668,0.0,5.118647336959839,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.9257218426272867,0.9257218426272867,0.0,2
24,0.010002613067626953,0.0,6.165643930435181,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.9023899932990842,0.9023899932990842,0.0,9
24,0.013022422790527344,0.0,5.101629734039307,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.9233162925094466,0.9233162925094466,0.0,3
24,0.014019250869750977,0.0,6.128628253936768,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8996447602131439,0.8996447602131439,0.0,10
24,0.010002613067626953,0.0,5.13664698600769,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.9258605472197705,0.9258605472197705,0.0,1
24,0.010002613067626953,0.0,6.133642911911011,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.8979409131602507,0.8979409131602507,0.0,12
24,0.010018587112426758,0.0,5.1466288566589355,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.922224684245513,0.922224684245513,0.0,4
23,0.011003971099853516,0.0,5.963170766830444,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.906950921607817,0.906950921607817,0.0,7
23,0.011003971099853516,0.0,5.005447864532471,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9226006191950464,0.9226006191950464,0.0,5
