n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,174.54303574562073,0.0,6.734554767608643,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8916033142564279,0.8916033142564279,0.0,13
26,240.29591846466064,0.0,20.36468267440796,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.798644192011726,0.798644192011726,0.0,18
26,174.7676727771759,0.0,6.758774280548096,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8916033142564279,0.8916033142564279,0.0,13
26,202.33118891716003,0.0,15.73378849029541,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8815868909012505,0.8815868909012505,0.0,17
26,174.23394799232483,0.0,6.846550941467285,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8916033142564279,0.8916033142564279,0.0,13
26,182.96425652503967,0.0,14.92759895324707,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8930358809059292,0.8930358809059292,0.0,4
26,165.08349537849426,0.0,5.950230360031128,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.892594492902343,0.892594492902343,0.0,7
26,201.59542274475098,0.0,15.512361526489258,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8818095484762152,0.8818095484762152,0.0,16
26,164.54584312438965,0.0,6.039692163467407,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.892594492902343,0.892594492902343,0.0,7
26,174.67280554771423,0.0,16.699066162109375,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8929058663028648,0.8929058663028648,0.0,6
26,164.87626338005066,0.0,5.951984167098999,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.892594492902343,0.892594492902343,0.0,7
26,163.8091025352478,0.0,16.73938274383545,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8974900701428209,0.8974900701428209,0.0,2
26,195.28606986999512,0.0,3.3236782550811768,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8925181701581871,0.8925181701581871,0.0,10
26,178.07640027999878,0.0,15.514628171920776,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8929120409906063,0.8929120409906063,0.0,5
26,195.25688910484314,0.0,3.7590413093566895,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8925181701581871,0.8925181701581871,0.0,10
26,67.12336254119873,0.0,9.506094455718994,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8949158306410475,0.8949158306410475,0.0,3
26,86.66613841056824,0.0,2.8564696311950684,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8925181701581871,0.8925181701581871,0.0,10
26,93.52862238883972,0.0,8.776424169540405,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.89849940988029,0.89849940988029,0.0,1
25,189.27956295013428,0.0,5.635599136352539,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8917164816396242,0.8917164816396242,0.0,13
25,254.0668089389801,0.0,20.105600118637085,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7987910980859053,0.7987910980859053,0.0,18
25,188.35802292823792,0.0,5.308600902557373,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8917164816396242,0.8917164816396242,0.0,13
25,220.7875998020172,0.0,14.473658323287964,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8815664625204864,0.8815664625204864,0.0,17
25,189.07978200912476,0.0,5.778340816497803,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8917164816396242,0.8917164816396242,0.0,13
25,194.50637912750244,0.0,14.608175039291382,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8932631936195486,0.8932631936195486,0.0,4
25,169.47406816482544,0.0,4.769953012466431,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8926891834117144,0.8926891834117144,0.0,10
25,220.96192455291748,0.0,14.327849626541138,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8816573154941736,0.8816573154941736,0.0,16
25,169.0454683303833,0.0,4.872452259063721,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8926891834117144,0.8926891834117144,0.0,10
25,186.08660078048706,0.0,15.948310136795044,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.893000255776281,0.893000255776281,0.0,6
25,169.0741879940033,0.0,4.906739950180054,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8926891834117144,0.8926891834117144,0.0,10
25,163.77544808387756,0.0,14.741631984710693,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8973036936860789,0.8973036936860789,0.0,2
25,209.54550123214722,0.0,3.1006617546081543,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8928601966652416,0.8928601966652416,0.0,7
25,194.43649578094482,0.0,13.817838191986084,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8930065750149433,0.8930065750149433,0.0,5
25,212.7321035861969,0.0,3.0345237255096436,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8928601966652416,0.8928601966652416,0.0,7
25,70.12087631225586,0.0,9.269829988479614,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8950097764175806,0.8950097764175806,0.0,3
