,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,71.73792314529419,0.0,3.561030149459839,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8911890504704876,0.8911890504704876,0.0,13
1,94.96675062179565,0.0,17.108341217041016,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7992292163699761,0.7992292163699761,0.0,18
2,71.59529447555542,0.0,3.541518449783325,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8911890504704876,0.8911890504704876,0.0,13
3,86.51031064987183,0.0,13.635380506515503,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8808147061361871,0.8808147061361871,0.0,17
4,70.24284934997559,0.0,3.7222535610198975,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8911890504704876,0.8911890504704876,0.0,13
5,78.9571578502655,0.0,11.85475778579712,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8946564885496183,0.8946564885496183,0.0,3
6,68.31711959838867,0.0,2.937659502029419,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8929182346903866,0.8929182346903866,0.0,5
7,85.71196365356445,0.0,13.87466835975647,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8810778132826669,0.8810778132826669,0.0,16
8,68.43050265312195,0.0,3.1311471462249756,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8929182346903866,0.8929182346903866,0.0,5
9,77.7229232788086,0.0,12.165610313415527,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8927170390585024,0.8927170390585024,0.0,12
10,68.51299715042114,0.0,3.0700907707214355,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8929182346903866,0.8929182346903866,0.0,5
11,70.23371529579163,0.0,12.751345157623291,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8969942586963864,0.8969942586963864,0.0,2
12,76.60930967330933,0.0,2.822904586791992,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8928632551771349,0.8928632551771349,0.0,8
13,80.37766647338867,0.0,11.195883512496948,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8927808628791115,0.8927808628791115,0.0,11
14,76.8383378982544,0.0,2.8853325843811035,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8928632551771349,0.8928632551771349,0.0,8
15,25.689212322235107,0.0,7.923754930496216,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8945801072066706,0.8945801072066706,0.0,4
16,23.928563356399536,0.0,1.684847116470337,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8928632551771349,0.8928632551771349,0.0,8
17,25.238940954208374,0.0,7.3996262550354,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.8972891059100858,0.8972891059100858,0.0,1
