n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,7.2610602378845215,0.0,0.005059003829956055,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8431625032191604,0.8431625032191604,0.0,20
26,6.436725854873657,0.0,0.005002737045288086,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8885488395817392,0.8885488395817392,0.0,5
26,2.3997557163238525,0.0,0.0069980621337890625,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8575259206292455,0.8575259206292455,0.0,19
26,3.8849339485168457,0.0,0.00699925422668457,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8846788911097593,0.8846788911097593,0.0,10
26,1.9198434352874756,0.0,0.007004499435424805,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.6867311072056239,0.6867311072056239,0.0,23
26,1.3746354579925537,0.0,0.009113788604736328,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8611652204710467,0.8611652204710467,0.0,17
26,8.808056831359863,0.0,0.0039997100830078125,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8614493740952057,0.8614493740952057,0.0,16
26,6.464182615280151,0.0,0.006001472473144531,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8849649441703453,0.8849649441703453,0.0,8
26,2.9207165241241455,0.0,0.008174657821655273,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.875479083421675,0.875479083421675,0.0,13
26,2.674738883972168,0.0,0.008229494094848633,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8884398417108696,0.8884398417108696,0.0,6
26,2.911086320877075,0.0,0.008174657821655273,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8606016803685971,0.8606016803685971,0.0,18
26,3.244224786758423,0.0,0.009005546569824219,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8852203975799482,0.8852203975799482,0.0,7
26,8.639353275299072,0.0,0.004999399185180664,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8825917780409407,0.8825917780409407,0.0,11
26,7.4307825565338135,0.0,0.0065267086029052734,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8915784165405951,0.8915784165405951,0.0,1
26,2.167851448059082,0.0,0.007862567901611328,0.0,"(10, 10)",0.01,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.810234223482023,0.810234223482023,0.0,22
26,3.507189989089966,0.0,0.004997968673706055,0.0,"(10, 10)",0.01,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.884960331148672,0.884960331148672,0.0,9
26,2.5970091819763184,0.0,0.009003162384033203,0.0,"(10, 10)",0.1,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8662215837065833,0.8662215837065833,0.0,15
26,1.6081812381744385,0.0,0.007999181747436523,0.0,"(10, 10)",0.1,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.0,0.0,0.0,24
26,6.615294933319092,0.0,0.0060002803802490234,0.0,"(20, 20)",0.001,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8778496087104457,0.8778496087104457,0.0,12
26,5.769082069396973,0.0,0.00699925422668457,0.0,"(20, 20)",0.001,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.890636894189292,0.890636894189292,0.0,2
26,2.7473931312561035,0.0,0.009000062942504883,0.0,"(20, 20)",0.01,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8715436353068171,0.8715436353068171,0.0,14
26,2.6488234996795654,0.0,0.005999565124511719,0.0,"(20, 20)",0.01,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8894070619586941,0.8894070619586941,0.0,4
26,2.4765326976776123,0.0,0.009001970291137695,0.0,"(20, 20)",0.1,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8323767476085356,0.8323767476085356,0.0,21
26,3.353360176086426,0.0,0.005522251129150391,0.0,"(20, 20)",0.1,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8901071097242135,0.8901071097242135,0.0,3
25,8.624181747436523,0.0,0.004000663757324219,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8745290745290745,0.8745290745290745,0.0,16
25,5.834395408630371,0.0,0.00605010986328125,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8835557095823947,0.8835557095823947,0.0,9
25,2.161813735961914,0.0,0.00699925422668457,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8276248250116659,0.8276248250116659,0.0,22
25,3.735870361328125,0.0,0.009001016616821289,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8899448451421298,0.8899448451421298,0.0,3
25,2.146810293197632,0.0,0.0070018768310546875,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.875217542638357,0.875217542638357,0.0,15
25,2.607015609741211,0.0,0.007002830505371094,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8875353864630695,0.8875353864630695,0.0,5
25,10.570373773574829,0.0,0.005015850067138672,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8723295163219962,0.8723295163219962,0.0,17
25,7.1763715744018555,0.0,0.005518436431884766,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.883046554284217,0.883046554284217,0.0,10
25,2.179821014404297,0.0,0.007994651794433594,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8596784996651037,0.8596784996651037,0.0,18
25,4.151355981826782,0.0,0.010000467300415039,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8871310708514077,0.8871310708514077,0.0,6
25,1.419997215270996,0.0,0.006999015808105469,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8048048048048049,0.8048048048048049,0.0,23
25,1.3158073425292969,0.0,0.008994817733764648,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8556842426089608,0.8556842426089608,0.0,20
25,8.405935049057007,0.0,0.005999088287353516,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.880966663810095,0.880966663810095,0.0,11
25,4.828366279602051,0.0,0.008002281188964844,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8854844231427594,0.8854844231427594,0.0,7
25,2.4237165451049805,0.0,0.007567882537841797,0.0,"(10, 10)",0.01,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8752293577981652,0.8752293577981652,0.0,14
25,3.992567539215088,0.0,0.007000923156738281,0.0,"(10, 10)",0.01,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8917122423222549,0.8917122423222549,0.0,2
25,1.6003623008728027,0.0,0.007999420166015625,0.0,"(10, 10)",0.1,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.0,0.0,0.0,24
25,4.025815963745117,0.0,0.006002664566040039,0.0,"(10, 10)",0.1,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8924857430392487,0.8924857430392487,0.0,1
25,8.356648921966553,0.0,0.006518363952636719,0.0,"(20, 20)",0.001,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8791866028708134,0.8791866028708134,0.0,13
