,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,3.6989996433258057,0.0,0.0019996166229248047,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9534537725823591,0.9534537725823591,0.0,22
1,1.9640042781829834,0.0,0.0029959678649902344,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9556587837837838,0.9556587837837838,0.0,20
2,1.1470048427581787,0.0,0.0029985904693603516,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9563025210084033,0.9563025210084033,0.0,18
3,0.8300018310546875,0.0,0.003005504608154297,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9576217583807717,0.9576217583807717,0.0,14
4,0.5940055847167969,0.0,0.003000497817993164,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9592224804563702,0.9592224804563702,0.0,8
5,0.6610081195831299,0.0,0.001997232437133789,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9595448798988623,0.9595448798988623,0.0,6
6,3.8649990558624268,0.0,0.0020003318786621094,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9530885162385906,0.9530885162385906,0.0,23
7,1.649005651473999,0.0,0.0029993057250976562,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9558046098540918,0.9558046098540918,0.0,19
8,1.6570029258728027,0.0,0.003000974655151367,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9579617834394905,0.9579617834394905,0.0,12
9,1.327003002166748,0.0,0.0030002593994140625,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9596431605777399,0.9596431605777399,0.0,5
10,1.4880015850067139,0.0,0.004000186920166016,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9610993657505286,0.9610993657505286,0.0,2
11,0.7889916896820068,0.0,0.004003763198852539,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9578184916915211,0.9578184916915211,0.0,13
12,2.448974847793579,0.0,0.0019998550415039062,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9495798319327731,0.9495798319327731,0.0,24
13,1.8949949741363525,0.0,0.002999544143676758,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9565953842896463,0.9565953842896463,0.0,15
14,1.2190020084381104,0.0,0.003997325897216797,0.0,"(10, 10)",0.01,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9606598984771574,0.9606598984771574,0.0,3
15,1.2739999294281006,0.0,0.003999471664428711,0.0,"(10, 10)",0.01,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9592356687898089,0.9592356687898089,0.0,7
16,0.6170012950897217,0.0,0.002997875213623047,0.0,"(10, 10)",0.1,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9565950273914875,0.9565950273914875,0.0,16
17,1.113999366760254,0.0,0.003000020980834961,0.0,"(10, 10)",0.1,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9611978068325602,0.9611978068325602,0.0,1
18,3.058995246887207,0.0,0.0029997825622558594,0.0,"(20, 20)",0.001,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.9563751317175975,0.9563751317175975,0.0,17
19,1.4979941844940186,0.0,0.0019998550415039062,0.0,"(20, 20)",0.001,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9553132349796878,0.9553132349796878,0.0,21
20,1.4249958992004395,0.0,0.0019996166229248047,0.0,"(20, 20)",0.01,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9582978723404255,0.9582978723404255,0.0,10
21,0.9789986610412598,0.0,0.0019998550415039062,0.0,"(20, 20)",0.01,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.958094022548394,0.958094022548394,0.0,11
22,0.8439979553222656,0.0,0.002000570297241211,0.0,"(20, 20)",0.1,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9588634435962681,0.9588634435962681,0.0,9
23,0.9189975261688232,0.0,0.0019998550415039062,0.0,"(20, 20)",0.1,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9597430406852249,0.9597430406852249,0.0,4
