,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.08634114265441895,0.0,0.40331292152404785,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8801578450716308,0.8801578450716308,0.0,11
1,0.11563396453857422,0.0,0.43581318855285645,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8798081041720209,0.8798081041720209,0.0,12
2,0.1350233554840088,0.0,0.5239925384521484,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.8810183581572566,0.8810183581572566,0.0,10
3,0.09999513626098633,0.0,0.49428796768188477,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.8822611409745101,0.8822611409745101,0.0,9
4,0.11911845207214355,0.0,0.5590794086456299,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.888359428182437,0.888359428182437,0.0,2
5,0.11563396453857422,0.0,0.43581318855285645,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8886429422782224,0.8886429422782224,0.0,1
6,0.08868217468261719,0.0,0.526191234588623,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.885195339273475,0.885195339273475,0.0,5
7,0.11511945724487305,0.0,0.47389793395996094,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.8863928663294178,0.8863928663294178,0.0,3
8,0.10959219932556152,0.0,0.5584349632263184,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8863132776546787,0.8863132776546787,0.0,4
9,0.1370234489440918,0.0,0.4728984832763672,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.8851034835192914,0.8851034835192914,0.0,6
10,0.0987248420715332,0.0,0.6097316741943359,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.8834460906054638,0.8834460906054638,0.0,8
11,0.11411881446838379,0.0,0.5600502490997314,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.8850072780203785,0.8850072780203785,0.0,7
