n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,10.037039041519165,0.0,0.36993932723999023,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
26,14.44951057434082,0.0,1.9944450855255127,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9504514424135654,0.9504514424135654,0.0,18
26,9.95184588432312,0.0,0.36846423149108887,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
26,12.176960229873657,0.0,1.0224504470825195,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9640731761075599,0.9640731761075599,0.0,14
26,9.894840478897095,0.0,0.3678267002105713,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
26,10.687923431396484,0.0,0.8507592678070068,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9655324790101635,0.9655324790101635,0.0,13
26,8.276646137237549,0.0,0.2556142807006836,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
26,12.085544109344482,0.0,1.0262317657470703,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9638447971781305,0.9638447971781305,0.0,15
26,8.276726961135864,0.0,0.2743656635284424,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
26,9.608843088150024,0.0,1.051354169845581,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.966828836797877,0.966828836797877,0.0,2
26,8.156964302062988,0.0,0.2624547481536865,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
26,9.201286554336548,0.0,0.917654275894165,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.9636685866194062,0.9636685866194062,0.0,16
26,10.543074369430542,0.0,0.22972464561462402,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,3
26,9.805985450744629,0.0,1.0212290287017822,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9658990256864481,0.9658990256864481,0.0,12
26,10.600942373275757,0.0,0.21620488166809082,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,3
26,3.7605791091918945,0.0,0.553978681564331,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9671694764862466,0.9671694764862466,0.0,1
26,4.128015995025635,0.0,0.172044038772583,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,3
26,4.643296003341675,0.0,0.49861860275268555,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.9618456078083408,0.9618456078083408,0.0,17
25,8.934974193572998,0.0,0.33874082565307617,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,5
25,13.912093877792358,0.0,1.9196858406066895,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9506825187142228,0.9506825187142228,0.0,18
25,9.725833177566528,0.0,0.280256986618042,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,5
25,11.760905265808105,0.0,1.0132925510406494,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9640731761075599,0.9640731761075599,0.0,15
25,9.557523012161255,0.0,0.3347041606903076,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,5
25,10.450053453445435,0.0,0.7687418460845947,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9655324790101635,0.9655324790101635,0.0,13
25,7.89845871925354,0.0,0.287539005279541,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
25,11.84778118133545,0.0,0.9851400852203369,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9638447971781305,0.9638447971781305,0.0,16
25,7.871288299560547,0.0,0.26729702949523926,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
25,9.417214632034302,0.0,0.9534573554992676,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9666150784877294,0.9666150784877294,0.0,5
25,8.054401636123657,0.0,0.2813870906829834,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
25,9.444974660873413,0.0,0.8938684463500977,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.9645704162976085,0.9645704162976085,0.0,14
25,10.222537517547607,0.0,0.22451567649841309,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,2
25,9.359199047088623,0.0,1.0104701519012451,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9658990256864481,0.9658990256864481,0.0,12
25,10.08968210220337,0.0,0.24716401100158691,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,2
25,3.6534225940704346,0.0,0.5621466636657715,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9673985362608117,0.9673985362608117,0.0,1
25,4.19477915763855,0.0,0.15541672706604004,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,2
25,4.524405002593994,0.0,0.4944620132446289,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.9622892635314996,0.9622892635314996,0.0,17
24,8.344424962997437,0.0,0.3585338592529297,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,5
24,13.074100971221924,0.0,1.9450864791870117,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9506825187142228,0.9506825187142228,0.0,18
24,8.447064638137817,0.0,0.3494102954864502,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,5
24,11.022825479507446,0.0,0.9993801116943359,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9640731761075599,0.9640731761075599,0.0,15
24,8.565503358840942,0.0,0.34433937072753906,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,5
24,9.511104345321655,0.0,0.8550262451171875,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9659593280282935,0.9659593280282935,0.0,13
24,7.062027931213379,0.0,0.2756054401397705,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
24,10.765239953994751,0.0,1.1995644569396973,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9638447971781305,0.9638447971781305,0.0,16
24,7.033366680145264,0.0,0.24321818351745605,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
24,8.883715152740479,0.0,0.8231909275054932,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9666003096660031,0.9666003096660031,0.0,8
24,7.287691354751587,0.0,0.2539103031158447,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
24,8.398048400878906,0.0,0.8500216007232666,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.964799645782599,0.964799645782599,0.0,14
24,9.507092475891113,0.0,0.2540309429168701,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,2
24,9.134942770004272,0.0,0.8428845405578613,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9661279610360859,0.9661279610360859,0.0,12
24,9.476473569869995,0.0,0.1952979564666748,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,2
24,3.6960742473602295,0.0,0.6390631198883057,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9673985362608117,0.9673985362608117,0.0,1
24,4.246342182159424,0.0,0.14620280265808105,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,2
24,4.59841251373291,0.0,0.4953320026397705,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.962519405633178,0.962519405633178,0.0,17
23,9.052586793899536,0.0,0.32616138458251953,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
23,13.2284836769104,0.0,1.9367012977600098,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9506607929515419,0.9506607929515419,0.0,18
23,8.712566375732422,0.0,0.34002041816711426,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
23,11.217133522033691,0.0,1.0497801303863525,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9640731761075599,0.9640731761075599,0.0,15
23,8.84774398803711,0.0,0.34179234504699707,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
23,9.797600507736206,0.0,0.8774468898773193,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9661878453038674,0.9661878453038674,0.0,12
23,7.28597617149353,0.0,0.2319779396057129,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
23,10.947935819625854,0.0,0.9981961250305176,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9638447971781305,0.9638447971781305,0.0,16
23,7.37664008140564,0.0,0.2559030055999756,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
23,8.798434734344482,0.0,0.9430596828460693,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9670572628786205,0.9670572628786205,0.0,2
23,7.462451457977295,0.0,0.2759590148925781,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.9664965609052585,0.9664965609052585,0.0,9
23,8.45468807220459,0.0,0.9269495010375977,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.964799645782599,0.964799645782599,0.0,14
23,9.964680433273315,0.0,0.19177603721618652,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,3
23,9.377641439437866,0.0,0.8399972915649414,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9658990256864481,0.9658990256864481,0.0,13
23,9.993262529373169,0.0,0.1995689868927002,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,3
23,3.6334831714630127,0.0,0.5590486526489258,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9676274944567628,0.9676274944567628,0.0,1
23,4.0223400592803955,0.0,0.14567041397094727,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.9666962699822379,0.9666962699822379,0.0,3
23,4.380349397659302,0.0,0.4989907741546631,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.9629793837286632,0.9629793837286632,0.0,17
22,8.499360799789429,0.0,0.34178590774536133,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
22,12.825188875198364,0.0,1.8897745609283447,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9506607929515419,0.9506607929515419,0.0,18
22,8.556154727935791,0.0,0.33502626419067383,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
22,10.651077508926392,0.0,1.0372405052185059,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9640731761075599,0.9640731761075599,0.0,15
22,8.756317615509033,0.0,0.3109772205352783,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9666150784877294,0.9666150784877294,0.0,6
