,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.002000093460083008,0.0,0.0009992122650146484,0.0,{},0.9138755980861244,0.9138755980861244,0.0,1
