n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.5907840728759766,0.0,0.022705793380737305,0.0,gini,10,"{'criterion': 'gini', 'n_estimators': 10}",0.8788060725619693,0.8788060725619693,0.0,7
26,5.198404788970947,0.0,0.1629960536956787,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8964133433659393,0.8964133433659393,0.0,5
26,24.201478242874146,0.0,0.7689998149871826,0.0,gini,500,"{'criterion': 'gini', 'n_estimators': 500}",0.8973117381866755,0.8973117381866755,0.0,1
26,47.4739933013916,0.0,1.5290086269378662,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.897104230993908,0.897104230993908,0.0,2
26,0.6315057277679443,0.0,0.021198034286499023,0.0,entropy,10,"{'criterion': 'entropy', 'n_estimators': 10}",0.8783367556468172,0.8783367556468172,0.0,8
26,5.546390056610107,0.0,0.15799832344055176,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.8946006843027623,0.8946006843027623,0.0,6
26,25.909467458724976,0.0,0.73699951171875,0.0,entropy,500,"{'criterion': 'entropy', 'n_estimators': 500}",0.8965058236272879,0.8965058236272879,0.0,3
26,50.92558288574219,0.0,1.473498821258545,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.8964368964368964,0.8964368964368964,0.0,4
25,0.6199977397918701,0.0,0.024000883102416992,0.0,gini,10,"{'criterion': 'gini', 'n_estimators': 10}",0.8825489023661057,0.8825489023661057,0.0,8
25,5.0349955558776855,0.0,0.16099977493286133,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8954100827689992,0.8954100827689992,0.0,6
25,23.971709966659546,0.0,0.7679998874664307,0.0,gini,500,"{'criterion': 'gini', 'n_estimators': 500}",0.8977310643977311,0.8977310643977311,0.0,3
25,47.00081515312195,0.0,1.5099997520446777,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8977481234361969,0.8977481234361969,0.0,2
25,0.6700048446655273,0.0,0.02199268341064453,0.0,entropy,10,"{'criterion': 'entropy', 'n_estimators': 10}",0.8838951310861424,0.8838951310861424,0.0,7
