,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,149.1529722213745,0.0,5.441267251968384,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.887859452845031,0.887859452845031,0.0,5
1,197.7798240184784,0.0,71.6864743232727,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.8240740740740742,0.8240740740740742,0.0,18
2,148.8955295085907,0.0,5.491619348526001,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.887859452845031,0.887859452845031,0.0,5
3,162.66477417945862,0.0,55.248006105422974,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8803735024665257,0.8803735024665257,0.0,17
4,148.812077999115,0.0,5.611356973648071,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.887859452845031,0.887859452845031,0.0,5
5,149.7458872795105,0.0,16.103784561157227,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8900095643857056,0.8900095643857056,0.0,3
6,144.83160591125488,0.0,4.965108871459961,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8865527814279456,0.8865527814279456,0.0,10
7,162.88888549804688,0.0,49.39200401306152,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8807048458149781,0.8807048458149781,0.0,16
8,144.89391708374023,0.0,5.068958282470703,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8865527814279456,0.8865527814279456,0.0,10
9,149.93799233436584,0.0,48.20651459693909,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8872784423295207,0.8872784423295207,0.0,8
10,144.83860039710999,0.0,5.03129768371582,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8865527814279456,0.8865527814279456,0.0,10
11,134.52068996429443,0.0,48.05855131149292,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8926162891232924,0.8926162891232924,0.0,2
12,163.1814935207367,0.0,3.5296430587768555,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8862223000788297,0.8862223000788297,0.0,13
13,150.67841410636902,0.0,47.453107595443726,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8867693384669234,0.8867693384669234,0.0,9
14,163.665123462677,0.0,3.629690170288086,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8862223000788297,0.8862223000788297,0.0,13
15,51.31991934776306,0.0,34.67059397697449,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8897596656217346,0.8897596656217346,0.0,4
16,60.82244801521301,0.0,2.386927843093872,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8862223000788297,0.8862223000788297,0.0,13
17,69.5297908782959,0.0,31.56266188621521,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.8934123507687022,0.8934123507687022,0.0,1
