n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.012000560760498047,0.0,0.003999471664428711,0.0,{},0.6255108625510862,0.6255108625510862,0.0,1
25,0.012998104095458984,0.0,0.004001140594482422,0.0,{},0.6257127487896718,0.6257127487896718,0.0,1
24,0.011997222900390625,0.0,0.003000497817993164,0.0,{},0.6262495969042244,0.6262495969042244,0.0,1
23,0.011154651641845703,0.0,0.003000020980834961,0.0,{},0.6269491343155178,0.6269491343155178,0.0,1
22,0.012000083923339844,0.0,0.003000497817993164,0.0,{},0.6269363166953528,0.6269363166953528,0.0,1
21,0.011339426040649414,0.0,0.003000974655151367,0.0,{},0.6261712439418418,0.6261712439418418,0.0,1
20,0.010036230087280273,0.0,0.003000020980834961,0.0,{},0.6260907034363892,0.6260907034363892,0.0,1
19,0.009987831115722656,0.0,0.003000020980834961,0.0,{},0.6260232658336924,0.6260232658336924,0.0,1
18,0.009998559951782227,0.0,0.003000497817993164,0.0,{},0.6267082750457333,0.6267082750457333,0.0,1
17,0.009999990463256836,0.0,0.0029997825622558594,0.0,{},0.6255924170616114,0.6255924170616114,0.0,1
16,0.010012388229370117,0.0,0.003000020980834961,0.0,{},0.6255791401788598,0.6255791401788598,0.0,1
15,0.009996652603149414,0.0,0.0029997825622558594,0.0,{},0.6256056853666416,0.6256056853666416,0.0,1
14,0.009012460708618164,0.0,0.0029997825622558594,0.0,{},0.6255383290267013,0.6255383290267013,0.0,1
13,0.00800013542175293,0.0,0.002988100051879883,0.0,{},0.6248788368336026,0.6248788368336026,0.0,1
12,0.007999897003173828,0.0,0.0029993057250976562,0.0,{},0.613728720483251,0.613728720483251,0.0,1
11,0.007997751235961914,0.0,0.003002643585205078,0.0,{},0.6143217458054612,0.6143217458054612,0.0,1
10,0.008001089096069336,0.0,0.0029993057250976562,0.0,{},0.6122179416620803,0.6122179416620803,0.0,1
9,0.00800013542175293,0.0,0.003000020980834961,0.0,{},0.6092259924595254,0.6092259924595254,0.0,1
8,0.006987810134887695,0.0,0.003000020980834961,0.0,{},0.6041643218908272,0.6041643218908272,0.0,1
7,0.006998538970947266,0.0,0.0019996166229248047,0.0,{},0.587552252670692,0.587552252670692,0.0,1
6,0.00599980354309082,0.0,0.0030002593994140625,0.0,{},0.5440613026819924,0.5440613026819924,0.0,1
5,0.0059986114501953125,0.0,0.0029985904693603516,0.0,{},0.5432769477713297,0.5432769477713297,0.0,1
4,0.006000041961669922,0.0,0.0030007362365722656,0.0,{},0.22099447513812157,0.22099447513812157,0.0,1
3,0.0059986114501953125,0.0,0.0020003318786621094,0.0,{},0.05488016672455714,0.05488016672455714,0.0,1
2,0.0050013065338134766,0.0,0.0019986629486083984,0.0,{},0.006055209260908282,0.006055209260908282,0.0,1
1,0.003988981246948242,0.0,0.003000020980834961,0.0,{},0.0,0.0,0.0,1
