n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.004999399185180664,0.0,0.002001523971557617,0.0,{},0.8453423120089787,0.8453423120089787,0.0,1
25,0.004999637603759766,0.0,0.0019989013671875,0.0,{},0.8439254435212217,0.8439254435212217,0.0,1
24,0.003999471664428711,0.0,0.002000093460083008,0.0,{},0.8442346594740391,0.8442346594740391,0.0,1
23,0.005007266998291016,0.0,0.001012563705444336,0.0,{},0.8458604442450078,0.8458604442450078,0.0,1
22,0.004000186920166016,0.0,0.0010001659393310547,0.0,{},0.8482403048643801,0.8482403048643801,0.0,1
21,0.003999233245849609,0.0,0.002000570297241211,0.0,{},0.8484304932735426,0.8484304932735426,0.0,1
20,0.004000186920166016,0.0,0.0020012855529785156,0.0,{},0.8481722359273379,0.8481722359273379,0.0,1
19,0.003999471664428711,0.0,0.00099945068359375,0.0,{},0.8478456014362658,0.8478456014362658,0.0,1
18,0.003996610641479492,0.0,0.0010006427764892578,0.0,{},0.8483083127940848,0.8483083127940848,0.0,1
17,0.003997802734375,0.0,0.0020003318786621094,0.0,{},0.8508732646663683,0.8508732646663683,0.0,1
16,0.003998279571533203,0.0,0.0010001659393310547,0.0,{},0.8526715850659512,0.8526715850659512,0.0,1
15,0.0029997825622558594,0.0,0.0019996166229248047,0.0,{},0.8508830762351889,0.8508830762351889,0.0,1
14,0.004001617431640625,0.0,0.0010004043579101562,0.0,{},0.8497200447928331,0.8497200447928331,0.0,1
13,0.003999948501586914,0.0,0.0010001659393310547,0.0,{},0.8470165993719156,0.8470165993719156,0.0,1
12,0.002999544143676758,0.0,0.0009996891021728516,0.0,{},0.8479676622501684,0.8479676622501684,0.0,1
11,0.003997802734375,0.0,0.0009996891021728516,0.0,{},0.8471380471380471,0.8471380471380471,0.0,1
10,0.0030012130737304688,0.0,0.001001119613647461,0.0,{},0.8509205208801078,0.8509205208801078,0.0,1
9,0.003000497817993164,0.0,0.0010004043579101562,0.0,{},0.8598882681564245,0.8598882681564245,0.0,1
8,0.003007650375366211,0.0,0.0019915103912353516,0.0,{},0.8689471346068415,0.8689471346068415,0.0,1
7,0.002001047134399414,0.0,0.0020008087158203125,0.0,{},0.8823788546255505,0.8823788546255505,0.0,1
6,0.0030024051666259766,0.0,0.0009975433349609375,0.0,{},0.8599867285998674,0.8599867285998674,0.0,1
5,0.0019996166229248047,0.0,0.0020012855529785156,0.0,{},0.8604342046964998,0.8604342046964998,0.0,1
4,0.0019986629486083984,0.0,0.0009996891021728516,0.0,{},0.8003654636820465,0.8003654636820465,0.0,1
3,0.0019989013671875,0.0,0.0010006427764892578,0.0,{},0.8220950485195322,0.8220950485195322,0.0,1
2,0.0030002593994140625,0.0,0.0009982585906982422,0.0,{},0.4560585885486019,0.4560585885486019,0.0,1
1,0.0019979476928710938,0.0,0.0010001659393310547,0.0,{},0.0,0.0,0.0,1
