n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.013998985290527344,0.0,0.0029985904693603516,0.0,{},0.8522355024347056,0.8522355024347056,0.0,1
25,0.013998985290527344,0.0,0.003000497817993164,0.0,{},0.8514255356826633,0.8514255356826633,0.0,1
24,0.012987613677978516,0.0,0.0029997825622558594,0.0,{},0.850969627202692,0.850969627202692,0.0,1
23,0.011998653411865234,0.0,0.004000186920166016,0.0,{},0.8511730854360336,0.8511730854360336,0.0,1
22,0.011491537094116211,0.0,0.004000186920166016,0.0,{},0.8509470702779253,0.8509470702779253,0.0,1
21,0.011987686157226562,0.0,0.0030014514923095703,0.0,{},0.8508453571744711,0.8508453571744711,0.0,1
20,0.011025667190551758,0.0,0.003000497817993164,0.0,{},0.8504648074369189,0.8504648074369189,0.0,1
19,0.010996341705322266,0.0,0.0030002593994140625,0.0,{},0.8502612237669351,0.8502612237669351,0.0,1
18,0.010072469711303711,0.0,0.0030002593994140625,0.0,{},0.8495481127060075,0.8495481127060075,0.0,1
17,0.008999109268188477,0.0,0.003221273422241211,0.0,{},0.8490164805954281,0.8490164805954281,0.0,1
16,0.009000062942504883,0.0,0.0029997825622558594,0.0,{},0.8483290488431877,0.8483290488431877,0.0,1
15,0.008999347686767578,0.0,0.003999948501586914,0.0,{},0.8483559337055746,0.8483559337055746,0.0,1
14,0.008008956909179688,0.0,0.003999948501586914,0.0,{},0.8484848484848484,0.8484848484848484,0.0,1
13,0.007997751235961914,0.0,0.0032415390014648438,0.0,{},0.8485868698502703,0.8485868698502703,0.0,1
12,0.008010149002075195,0.0,0.0029997825622558594,0.0,{},0.848001418062572,0.848001418062572,0.0,1
11,0.007999897003173828,0.0,0.002999544143676758,0.0,{},0.847851129818343,0.847851129818343,0.0,1
10,0.008040904998779297,0.0,0.003000497817993164,0.0,{},0.8476527900797166,0.8476527900797166,0.0,1
9,0.007999897003173828,0.0,0.003000020980834961,0.0,{},0.8470942593905031,0.8470942593905031,0.0,1
8,0.00735163688659668,0.0,0.0030014514923095703,0.0,{},0.8470942593905031,0.8470942593905031,0.0,1
7,0.006997346878051758,0.0,0.003001689910888672,0.0,{},0.8466170740347149,0.8466170740347149,0.0,1
6,0.006072998046875,0.0,0.0029993057250976562,0.0,{},0.8463377911611017,0.8463377911611017,0.0,1
5,0.005998134613037109,0.0,0.0030002593994140625,0.0,{},0.8456292622442655,0.8456292622442655,0.0,1
4,0.006713151931762695,0.0,0.0029993057250976562,0.0,{},0.8452475861458056,0.8452475861458056,0.0,1
3,0.004990100860595703,0.0,0.0039997100830078125,0.0,{},0.8454521300150563,0.8454521300150563,0.0,1
2,0.005998373031616211,0.0,0.0019996166229248047,0.0,{},0.8570206212030461,0.8570206212030461,0.0,1
1,0.003999233245849609,0.0,0.003000497817993164,0.0,{},0.0,0.0,0.0,1
