n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.013000011444091797,0.0,0.004000663757324219,0.0,{},0.6817423926636098,0.6817423926636098,0.0,1
25,0.01399993896484375,0.0,0.0030002593994140625,0.0,{},0.6818845111528038,0.6818845111528038,0.0,1
24,0.011998891830444336,0.0,0.003999471664428711,0.0,{},0.6818181818181818,0.6818181818181818,0.0,1
23,0.0110321044921875,0.0,0.004011631011962891,0.0,{},0.6827334376630151,0.6827334376630151,0.0,1
22,0.011031627655029297,0.0,0.003000974655151367,0.0,{},0.6832168561593825,0.6832168561593825,0.0,1
21,0.01100015640258789,0.0,0.003999948501586914,0.0,{},0.6832220367278798,0.6832220367278798,0.0,1
20,0.010999679565429688,0.0,0.003000020980834961,0.0,{},0.683359415753782,0.683359415753782,0.0,1
19,0.009987592697143555,0.0,0.003000020980834961,0.0,{},0.6832881285207594,0.6832881285207594,0.0,1
18,0.01099705696105957,0.0,0.003000020980834961,0.0,{},0.6837767344809598,0.6837767344809598,0.0,1
17,0.010001182556152344,0.0,0.0029997825622558594,0.0,{},0.6840676550428065,0.6840676550428065,0.0,1
16,0.009010791778564453,0.0,0.003999471664428711,0.0,{},0.6837107377647917,0.6837107377647917,0.0,1
15,0.009012222290039062,0.0,0.0029993057250976562,0.0,{},0.6834862385321101,0.6834862385321101,0.0,1
14,0.009012460708618164,0.0,0.0029997825622558594,0.0,{},0.6823578421162259,0.6823578421162259,0.0,1
13,0.008232593536376953,0.0,0.0029997825622558594,0.0,{},0.6820074968763015,0.6820074968763015,0.0,1
12,0.006998777389526367,0.0,0.002999544143676758,0.0,{},0.6418191902384914,0.6418191902384914,0.0,1
11,0.008012533187866211,0.0,0.002999544143676758,0.0,{},0.6403109383675736,0.6403109383675736,0.0,1
10,0.00799870491027832,0.0,0.002000093460083008,0.0,{},0.6377847253238054,0.6377847253238054,0.0,1
9,0.006999492645263672,0.0,0.0029997825622558594,0.0,{},0.6336901408450705,0.6336901408450705,0.0,1
8,0.0069997310638427734,0.0,0.003002166748046875,0.0,{},0.6283629730962152,0.6283629730962152,0.0,1
7,0.007033348083496094,0.0,0.002000093460083008,0.0,{},0.6171811770146838,0.6171811770146838,0.0,1
6,0.00599980354309082,0.0,0.0029990673065185547,0.0,{},0.593886462882096,0.593886462882096,0.0,1
5,0.006999969482421875,0.0,0.001999378204345703,0.0,{},0.5840581436911711,0.5840581436911711,0.0,1
4,0.00599980354309082,0.0,0.003000020980834961,0.0,{},0.473465140478668,0.473465140478668,0.0,1
3,0.007000923156738281,0.0,0.0019998550415039062,0.0,{},0.12394923355859568,0.12394923355859568,0.0,1
2,0.006000518798828125,0.0,0.0019991397857666016,0.0,{},0.010495014867937729,0.010495014867937729,0.0,1
1,0.0050237178802490234,0.0,0.002012968063354492,0.0,{},0.0,0.0,0.0,1
