n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.020601987838745117,0.0,151.75553512573242,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7855421686746988,0.7855421686746988,0.0,6
26,0.01959824562072754,0.0,158.18785953521729,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.7961898223633398,0.7961898223633398,0.0,2
26,0.021598339080810547,0.0,168.42955899238586,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7718789635803587,0.7718789635803587,0.0,11
26,0.022286653518676758,0.0,146.26044750213623,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7829687640651724,0.7829687640651724,0.0,7
26,0.020524263381958008,0.0,169.44802522659302,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.785899878745886,0.785899878745886,0.0,5
26,0.032268524169921875,0.0,164.1292107105255,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.7976478727084054,0.7976478727084054,0.0,1
26,0.041254520416259766,0.0,169.82740449905396,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7727840199750312,0.7727840199750312,0.0,10
26,0.032268524169921875,0.0,162.22692704200745,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7878410807928184,0.7878410807928184,0.0,4
26,0.03315329551696777,0.0,169.86139678955078,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7808374857942129,0.7808374857942129,0.0,9
26,0.03413724899291992,0.0,138.25678515434265,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7884834164697646,0.7884834164697646,0.0,3
26,0.03315329551696777,0.0,170.11943817138672,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7708779443254817,0.7708779443254817,0.0,12
26,0.0402524471282959,0.0,136.8026785850525,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.781277807439046,0.781277807439046,0.0,8
25,0.04542398452758789,0.0,149.00920605659485,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7896139626859254,0.7896139626859254,0.0,5
25,0.04425859451293945,0.0,148.19542145729065,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.796434387588926,0.796434387588926,0.0,2
25,0.04425644874572754,0.0,148.52258276939392,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7776469522688162,0.7776469522688162,0.0,11
25,0.027432680130004883,0.0,193.61558938026428,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7842749190356243,0.7842749190356243,0.0,8
25,0.028057575225830078,0.0,200.7426483631134,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7928083671881753,0.7928083671881753,0.0,3
25,0.03243303298950195,0.0,195.7749059200287,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.799377378069872,0.799377378069872,0.0,1
25,0.021631240844726562,0.0,201.797301530838,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.776602364654636,0.776602364654636,0.0,12
25,0.013628005981445312,0.0,196.84821438789368,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7883263635554765,0.7883263635554765,0.0,6
25,0.013001680374145508,0.0,203.5571858882904,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7853403141361255,0.7853403141361255,0.0,7
25,0.013001680374145508,0.0,199.96948194503784,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7912952281069744,0.7912952281069744,0.0,4
25,0.01099848747253418,0.0,201.17693638801575,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7776593855443082,0.7776593855443082,0.0,10
25,0.013001680374145508,0.0,196.68642783164978,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7842718619339917,0.7842718619339917,0.0,9
24,0.12204575538635254,0.0,156.67335319519043,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7896139626859254,0.7896139626859254,0.0,5
24,0.10399508476257324,0.0,151.71652746200562,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.796434387588926,0.796434387588926,0.0,2
24,0.12503695487976074,0.0,158.88432002067566,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7777173913043479,0.7777173913043479,0.0,10
24,0.12446832656860352,0.0,169.8817274570465,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7842749190356243,0.7842749190356243,0.0,8
24,0.06992554664611816,0.0,158.34165143966675,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7928083671881753,0.7928083671881753,0.0,3
24,0.09229183197021484,0.0,154.65956616401672,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.799377378069872,0.799377378069872,0.0,1
24,0.043372154235839844,0.0,173.21476697921753,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.776602364654636,0.776602364654636,0.0,12
24,0.05100107192993164,0.0,149.3358232975006,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7883263635554765,0.7883263635554765,0.0,6
24,0.06700277328491211,0.0,170.64172196388245,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7853403141361255,0.7853403141361255,0.0,7
24,0.06455135345458984,0.0,152.23565411567688,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7912952281069744,0.7912952281069744,0.0,4
24,0.06779694557189941,0.0,175.19403457641602,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7776593855443082,0.7776593855443082,0.0,11
24,0.05748605728149414,0.0,174.20728302001953,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7842718619339917,0.7842718619339917,0.0,9
23,0.11550521850585938,0.0,223.3364450931549,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7902019767941556,0.7902019767941556,0.0,5
23,0.1529843807220459,0.0,241.78573656082153,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.7978404319136172,0.7978404319136172,0.0,2
23,0.07899308204650879,0.0,237.89325404167175,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7783910958284318,0.7783910958284318,0.0,11
23,0.07700800895690918,0.0,218.9044005870819,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7862155839481735,0.7862155839481735,0.0,8
23,0.07004499435424805,0.0,244.265287399292,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7939802802283341,0.7939802802283341,0.0,3
23,0.08146142959594727,0.0,229.85018134117126,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8006572688748594,0.8006572688748594,0.0,1
23,0.10000252723693848,0.0,242.0757191181183,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7783995026201261,0.7783995026201261,0.0,10
23,0.07099628448486328,0.0,219.47008109092712,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7884718021704323,0.7884718021704323,0.0,6
23,0.018898487091064453,0.0,246.27563667297363,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7870225013082156,0.7870225013082156,0.0,7
23,0.04999828338623047,0.0,228.380202293396,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7925647962300375,0.7925647962300375,0.0,4
23,0.07400012016296387,0.0,238.70325255393982,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7774622892635316,0.7774622892635316,0.0,12
23,0.08700180053710938,0.0,218.86200761795044,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7860572648052642,0.7860572648052642,0.0,9
22,0.1336045265197754,0.0,289.1638910770416,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7907176622260421,0.7907176622260421,0.0,5
22,0.14572548866271973,0.0,262.557324886322,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.7991086732944807,0.7991086732944807,0.0,2
22,0.1589488983154297,0.0,293.31761503219604,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7797069994574065,0.7797069994574065,0.0,10
22,0.09971952438354492,0.0,266.7176721096039,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7863063063063064,0.7863063063063064,0.0,8
22,0.13318443298339844,0.0,293.70807003974915,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7957789118588358,0.7957789118588358,0.0,3
22,0.1322627067565918,0.0,266.79443359375,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.802835162935431,0.802835162935431,0.0,1
22,0.09723758697509766,0.0,295.24924516677856,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7791907514450868,0.7791907514450868,0.0,11
22,0.12869882583618164,0.0,292.90735054016113,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7904372555990046,0.7904372555990046,0.0,6
22,0.10514664649963379,0.0,292.9300694465637,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7879475982532751,0.7879475982532751,0.0,7
22,0.144667387008667,0.0,266.51855993270874,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7943126308443823,0.7943126308443823,0.0,4
22,0.11288189888000488,0.0,294.9121849536896,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7787547739586108,0.7787547739586108,0.0,12
22,0.0870201587677002,0.0,262.35271286964417,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7861713473160328,0.7861713473160328,0.0,9
21,0.24203205108642578,0.0,182.17999744415283,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7923361113497724,0.7923361113497724,0.0,5
21,0.21417498588562012,0.0,177.9246311187744,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.7996227385749807,0.7996227385749807,0.0,2
21,0.2533228397369385,0.0,199.34320783615112,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7795261349249413,0.7795261349249413,0.0,11
21,0.25099921226501465,0.0,181.92010307312012,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7874256890650334,0.7874256890650334,0.0,9
21,0.2739996910095215,0.0,199.1056263446808,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7973043027475375,0.7973043027475375,0.0,3
21,0.1770000457763672,0.0,177.07531142234802,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8031809145129225,0.8031809145129225,0.0,1
21,0.19503378868103027,0.0,194.14661478996277,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7817728729085084,0.7817728729085084,0.0,10
21,0.21202588081359863,0.0,198.60534191131592,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7913515437316486,0.7913515437316486,0.0,6
21,0.12474656105041504,0.0,201.13254976272583,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7883288197781079,0.7883288197781079,0.0,7
21,0.1780240535736084,0.0,194.458398103714,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7952542964319985,0.7952542964319985,0.0,4
21,0.197005033493042,0.0,198.86813187599182,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7791999999999999,0.7791999999999999,0.0,12
21,0.1354222297668457,0.0,179.5410180091858,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7880135159167705,0.7880135159167705,0.0,8
20,0.05354738235473633,0.0,219.2901210784912,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7927416580667355,0.7927416580667355,0.0,5
20,0.05138826370239258,0.0,209.50762963294983,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8003772937746527,0.8003772937746527,0.0,2
20,0.04842352867126465,0.0,215.63692140579224,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7808491418247515,0.7808491418247515,0.0,12
20,0.0971367359161377,0.0,212.6564223766327,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7874696192276532,0.7874696192276532,0.0,9
20,0.08704066276550293,0.0,236.1056935787201,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7968885047536733,0.7968885047536733,0.0,3
20,0.12702155113220215,0.0,212.74032711982727,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8031809145129225,0.8031809145129225,0.0,1
20,0.1446690559387207,0.0,239.3497896194458,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7824000000000001,0.7824000000000001,0.0,10
20,0.12147259712219238,0.0,240.21010279655457,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7915332621842759,0.7915332621842759,0.0,6
20,0.10640621185302734,0.0,240.41065382957458,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7899702952996681,0.7899702952996681,0.0,7
20,0.10542964935302734,0.0,240.49991250038147,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7958133449629307,0.7958133449629307,0.0,4
20,0.11552572250366211,0.0,237.12664031982422,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7812416733280043,0.7812416733280043,0.0,11
20,0.1174616813659668,0.0,212.72316813468933,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.789408210414075,0.789408210414075,0.0,8
19,0.15974974632263184,0.0,219.31244325637817,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.792167639986259,0.792167639986259,0.0,6
19,0.17728090286254883,0.0,215.5084319114685,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8013018156903049,0.8013018156903049,0.0,2
19,0.1496284008026123,0.0,231.98382830619812,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7816735947948671,0.7816735947948671,0.0,11
19,0.0862879753112793,0.0,215.87371253967285,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7883854728514923,0.7883854728514923,0.0,9
19,0.11849117279052734,0.0,234.7805016040802,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7976818614306721,0.7976818614306721,0.0,3
19,0.1064755916595459,0.0,232.36190700531006,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8045658941542719,0.8045658941542719,0.0,1
19,0.020405054092407227,0.0,241.85444927215576,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7817195696630213,0.7817195696630213,0.0,10
19,0.020405054092407227,0.0,164.81829357147217,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.792530013339262,0.792530013339262,0.0,5
19,0.007776975631713867,0.0,242.0514862537384,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7903888160768894,0.7903888160768894,0.0,7
19,0.11494016647338867,0.0,241.04275345802307,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7968572675687473,0.7968572675687473,0.0,4
19,0.058132171630859375,0.0,241.01611399650574,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7815887684378887,0.7815887684378887,0.0,12
19,0.08707499504089355,0.0,216.98687028884888,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7898711683696136,0.7898711683696136,0.0,8
18,0.17761492729187012,0.0,236.14430260658264,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7991764604958395,0.7991764604958395,0.0,5
18,0.194746732711792,0.0,224.81124901771545,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8038761684246635,0.8038761684246635,0.0,2
18,0.23051142692565918,0.0,242.70067405700684,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7883369330453563,0.7883369330453563,0.0,11
18,0.18034934997558594,0.0,227.87338066101074,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7915207042127009,0.7915207042127009,0.0,9
18,0.19082307815551758,0.0,247.1125509738922,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8027598102630443,0.8027598102630443,0.0,3
18,0.1476893424987793,0.0,226.31830954551697,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.806666091011139,0.806666091011139,0.0,1
18,0.17387771606445312,0.0,241.34818243980408,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7904626839212905,0.7904626839212905,0.0,10
18,0.1829359531402588,0.0,226.26154446601868,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7963816956367507,0.7963816956367507,0.0,7
