,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.24203205108642578,0.0,182.17999744415283,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7923361113497724,0.7923361113497724,0.0,5
1,0.21417498588562012,0.0,177.9246311187744,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.7996227385749807,0.7996227385749807,0.0,2
2,0.2533228397369385,0.0,199.34320783615112,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7795261349249413,0.7795261349249413,0.0,11
3,0.25099921226501465,0.0,181.92010307312012,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7874256890650334,0.7874256890650334,0.0,9
4,0.2739996910095215,0.0,199.1056263446808,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7973043027475375,0.7973043027475375,0.0,3
5,0.1770000457763672,0.0,177.07531142234802,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8031809145129225,0.8031809145129225,0.0,1
6,0.19503378868103027,0.0,194.14661478996277,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7817728729085084,0.7817728729085084,0.0,10
7,0.21202588081359863,0.0,198.60534191131592,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7913515437316486,0.7913515437316486,0.0,6
8,0.12474656105041504,0.0,201.13254976272583,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7883288197781079,0.7883288197781079,0.0,7
9,0.1780240535736084,0.0,194.458398103714,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7952542964319985,0.7952542964319985,0.0,4
10,0.197005033493042,0.0,198.86813187599182,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7791999999999999,0.7791999999999999,0.0,12
11,0.1354222297668457,0.0,179.5410180091858,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7880135159167705,0.7880135159167705,0.0,8
