n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,1.8900046348571777,0.0,0.059160709381103516,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.9587417369500798,0.9587417369500798,0.0,10
26,3.5279388427734375,0.0,0.11753487586975098,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.9592162223741171,0.9592162223741171,0.0,9
26,6.433853626251221,0.0,0.1904604434967041,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.9585421412300683,0.9585421412300683,0.0,11
26,9.429839372634888,0.0,0.28321409225463867,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.9594533029612757,0.9594533029612757,0.0,8
26,11.952563285827637,0.0,0.3535654544830322,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.959927140255009,0.959927140255009,0.0,6
26,14.91421127319336,0.0,0.42309021949768066,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.960145752675928,0.960145752675928,0.0,4
26,1.9192731380462646,0.0,0.05468416213989258,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.9585421412300683,0.9585421412300683,0.0,11
26,3.6683528423309326,0.0,0.09019899368286133,0.0,entropy,200,"{'criterion': 'entropy', 'n_estimators': 200}",0.959471766848816,0.959471766848816,0.0,7
26,6.71525239944458,0.0,0.20798540115356445,0.0,entropy,400,"{'criterion': 'entropy', 'n_estimators': 400}",0.9599453800637233,0.9599453800637233,0.0,5
26,9.48254919052124,0.0,0.26695966720581055,0.0,entropy,600,"{'criterion': 'entropy', 'n_estimators': 600}",0.9606549920400274,0.9606549920400274,0.0,1
26,12.449658393859863,0.0,0.3397212028503418,0.0,entropy,800,"{'criterion': 'entropy', 'n_estimators': 800}",0.9601820250284413,0.9601820250284413,0.0,3
26,15.489797830581665,0.0,0.42406535148620605,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.9604185623293903,0.9604185623293903,0.0,2
25,1.7013359069824219,0.0,0.07084155082702637,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.9594163246694026,0.9594163246694026,0.0,8
25,3.3981893062591553,0.0,0.10221600532531738,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.958760537707906,0.958760537707906,0.0,12
25,6.42301607131958,0.0,0.2101752758026123,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.9592533576143866,0.9592533576143866,0.0,9
25,9.32537317276001,0.0,0.2656748294830322,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.9592347984513778,0.9592347984513778,0.0,10
25,11.99135446548462,0.0,0.3452885150909424,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.959471766848816,0.959471766848816,0.0,7
25,14.656248331069946,0.0,0.4275503158569336,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.9596902755636529,0.9596902755636529,0.0,6
25,1.8080267906188965,0.0,0.059722185134887695,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.9592162223741171,0.9592162223741171,0.0,11
25,3.595041036605835,0.0,0.10375070571899414,0.0,entropy,200,"{'criterion': 'entropy', 'n_estimators': 200}",0.9599088838268792,0.9599088838268792,0.0,5
25,6.6745078563690186,0.0,0.16757941246032715,0.0,entropy,400,"{'criterion': 'entropy', 'n_estimators': 400}",0.9603825136612022,0.9603825136612022,0.0,2
25,9.694123268127441,0.0,0.2830955982208252,0.0,entropy,600,"{'criterion': 'entropy', 'n_estimators': 600}",0.960163897109037,0.960163897109037,0.0,3
25,12.416352987289429,0.0,0.3946235179901123,0.0,entropy,800,"{'criterion': 'entropy', 'n_estimators': 800}",0.9604005461993627,0.9604005461993627,0.0,1
25,15.081775665283203,0.0,0.42412900924682617,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.960163897109037,0.960163897109037,0.0,3
24,1.505605697631836,0.0,0.05777478218078613,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.9590350477924443,0.9590350477924443,0.0,12
24,3.0163981914520264,0.0,0.1153409481048584,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.9595086442220201,0.9595086442220201,0.0,9
