n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.004990100860595703,0.0,0.0010008811950683594,0.0,{},0.8568097014925373,0.8568097014925373,0.0,1
25,0.005000591278076172,0.0,0.0019986629486083984,0.0,{},0.8567428838077462,0.8567428838077462,0.0,1
24,0.003999948501586914,0.0,0.001997232437133789,0.0,{},0.8564760793465577,0.8564760793465577,0.0,1
23,0.004993915557861328,0.0,0.002000570297241211,0.0,{},0.8576761549230051,0.8576761549230051,0.0,1
22,0.006000518798828125,0.0,0.0009984970092773438,0.0,{},0.8594733162432999,0.8594733162432999,0.0,1
21,0.0039997100830078125,0.0,0.0019998550415039062,0.0,{},0.8602752507581058,0.8602752507581058,0.0,1
20,0.004000186920166016,0.0,0.002000093460083008,0.0,{},0.8608067148519467,0.8608067148519467,0.0,1
19,0.003999948501586914,0.0,0.0020012855529785156,0.0,{},0.86074177746676,0.86074177746676,0.0,1
18,0.0039997100830078125,0.0,0.002000093460083008,0.0,{},0.8603351955307262,0.8603351955307262,0.0,1
17,0.003000020980834961,0.0,0.002000093460083008,0.0,{},0.8642607683352734,0.8642607683352734,0.0,1
16,0.0030012130737304688,0.0,0.0019981861114501953,0.0,{},0.8648522912305188,0.8648522912305188,0.0,1
15,0.003998756408691406,0.0,0.0010006427764892578,0.0,{},0.8651789865178986,0.8651789865178986,0.0,1
14,0.0039997100830078125,0.0,0.0009999275207519531,0.0,{},0.8640483383685801,0.8640483383685801,0.0,1
13,0.002998828887939453,0.0,0.0010004043579101562,0.0,{},0.8602650546384563,0.8602650546384563,0.0,1
12,0.0030002593994140625,0.0,0.002002239227294922,0.0,{},0.8632261050682712,0.8632261050682712,0.0,1
11,0.003000497817993164,0.0,0.002000093460083008,0.0,{},0.8603843482287568,0.8603843482287568,0.0,1
10,0.0029997825622558594,0.0,0.0019998550415039062,0.0,{},0.8617660656495608,0.8617660656495608,0.0,1
9,0.0029985904693603516,0.0,0.0009999275207519531,0.0,{},0.8673752310536045,0.8673752310536045,0.0,1
8,0.0029954910278320312,0.0,0.0010001659393310547,0.0,{},0.8810674028065332,0.8810674028065332,0.0,1
7,0.003000020980834961,0.0,0.0009999275207519531,0.0,{},0.8897547559019024,0.8897547559019024,0.0,1
6,0.002999544143676758,0.0,0.0009999275207519531,0.0,{},0.8593536640873919,0.8593536640873919,0.0,1
5,0.00299835205078125,0.0,0.0009996891021728516,0.0,{},0.861496474869229,0.861496474869229,0.0,1
4,0.001999378204345703,0.0,0.0019991397857666016,0.0,{},0.8094582185491277,0.8094582185491277,0.0,1
3,0.0019989013671875,0.0,0.0019998550415039062,0.0,{},0.9294841457643161,0.9294841457643161,0.0,1
2,0.002999544143676758,0.0,0.0009999275207519531,0.0,{},0.8942598187311177,0.8942598187311177,0.0,1
1,0.0019981861114501953,0.0,0.0010023117065429688,0.0,{},0.0,0.0,0.0,1
