,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.009997367858886719,0.0,0.0030050277709960938,0.0,{},0.8409542743538767,0.8409542743538767,0.0,1
