,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.01200103759765625,0.0,0.0029981136322021484,0.0,{},0.84221941080788,0.84221941080788,0.0,1
