,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.23015117645263672,0.0,244.67214488983154,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8215197675442459,0.8215197675442459,0.0,3
1,0.18599963188171387,0.0,232.82908129692078,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8259566214071592,0.8259566214071592,0.0,2
2,0.16215276718139648,0.0,235.55717206001282,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.8074352165552605,0.8074352165552605,0.0,12
3,0.16677594184875488,0.0,233.94341254234314,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.8169606140911999,0.8169606140911999,0.0,7
4,0.1589059829711914,0.0,251.6208939552307,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8181979425328131,0.8181979425328131,0.0,5
5,0.1752169132232666,0.0,236.14280796051025,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8265931917162919,0.8265931917162919,0.0,1
6,0.10235929489135742,0.0,247.09221410751343,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.8105950653120465,0.8105950653120465,0.0,10
7,0.1588146686553955,0.0,233.23979902267456,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.8179505813953487,0.8179505813953487,0.0,6
8,0.11116647720336914,0.0,253.16472172737122,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8150916533190959,0.8150916533190959,0.0,9
9,0.1983051300048828,0.0,236.65559482574463,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.8209154992415455,0.8209154992415455,0.0,4
10,0.11915373802185059,0.0,254.06020832061768,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.8094548089114292,0.8094548089114292,0.0,11
11,0.09068083763122559,0.0,255.44259667396545,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.815352508846747,0.815352508846747,0.0,8
