n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,193.06272435188293,0.0,6.024954557418823,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8872246696035243,0.8872246696035243,0.0,13
26,260.6244204044342,0.0,20.453652143478394,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7981591058514135,0.7981591058514135,0.0,18
26,192.5520157814026,0.0,5.801898002624512,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8872246696035243,0.8872246696035243,0.0,13
26,226.88592767715454,0.0,15.053375720977783,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8749999999999999,0.8749999999999999,0.0,17
26,193.17779111862183,0.0,6.065144300460815,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8872246696035243,0.8872246696035243,0.0,13
26,199.96036958694458,0.0,15.09329605102539,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8881100499430474,0.8881100499430474,0.0,12
26,174.88696670532227,0.0,5.106921195983887,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8904350889554342,0.8904350889554342,0.0,7
26,226.155277967453,0.0,14.75034499168396,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8757554212584429,0.8757554212584429,0.0,16
26,173.88481307029724,0.0,4.89309549331665,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8904350889554342,0.8904350889554342,0.0,7
26,190.94743156433105,0.0,16.370826482772827,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.88929889298893,0.88929889298893,0.0,10
26,174.5768802165985,0.0,5.299289226531982,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8904350889554342,0.8904350889554342,0.0,7
26,173.15021967887878,0.0,14.970256090164185,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8944023678941412,0.8944023678941412,0.0,2
26,215.08169603347778,0.0,3.289452075958252,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8911414720141031,0.8911414720141031,0.0,4
26,191.05519247055054,0.0,16.499252319335938,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8890260026443367,0.8890260026443367,0.0,11
26,214.40543222427368,0.0,3.1352157592773438,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8911414720141031,0.8911414720141031,0.0,4
26,72.75312829017639,0.0,9.61024785041809,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8943587946741416,0.8943587946741416,0.0,3
26,90.2073426246643,0.0,2.82896089553833,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8911414720141031,0.8911414720141031,0.0,4
26,97.46904253959656,0.0,8.811065435409546,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.8950333708936467,0.8950333708936467,0.0,1
25,66.6117479801178,0.0,6.860897064208984,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8873028460657327,0.8873028460657327,0.0,13
25,137.9540514945984,0.0,19.947747945785522,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7986842105263158,0.7986842105263158,0.0,18
25,66.5236291885376,0.0,7.260164499282837,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8873028460657327,0.8873028460657327,0.0,13
25,96.006671667099,0.0,14.345241069793701,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8750221906621695,0.8750221906621695,0.0,17
25,67.34730124473572,0.0,7.0651538372039795,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8873028460657327,0.8873028460657327,0.0,13
25,79.56541180610657,0.0,15.95625638961792,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.887876664330764,0.887876664330764,0.0,12
25,63.81517195701599,0.0,6.185868501663208,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8903373557649961,0.8903373557649961,0.0,7
25,96.17064952850342,0.0,14.49738097190857,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8758773878276322,0.8758773878276322,0.0,16
25,62.488935470581055,0.0,6.238644123077393,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8903373557649961,0.8903373557649961,0.0,7
