,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,92.71557235717773,0.0,3.7252087593078613,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8881439661256175,0.8881439661256175,0.0,13
1,119.84238934516907,0.0,16.798295497894287,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7987581145921537,0.7987581145921537,0.0,18
2,91.73805475234985,0.0,3.586155414581299,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8881439661256175,0.8881439661256175,0.0,13
3,106.50202202796936,0.0,11.998720407485962,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8763225749088647,0.8763225749088647,0.0,17
4,91.76114892959595,0.0,3.6138052940368652,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8881439661256175,0.8881439661256175,0.0,13
5,93.29353857040405,0.0,12.442036867141724,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8902503063189218,0.8902503063189218,0.0,12
6,87.82265615463257,0.0,2.9397013187408447,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8915514051625407,0.8915514051625407,0.0,7
7,107.39101576805115,0.0,11.944352149963379,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8767123287671234,0.8767123287671234,0.0,16
8,87.89195394515991,0.0,2.924952745437622,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8915514051625407,0.8915514051625407,0.0,7
9,92.53632545471191,0.0,12.816739082336426,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8908834917282648,0.8908834917282648,0.0,10
10,85.90223217010498,0.0,2.917659282684326,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8915514051625407,0.8915514051625407,0.0,7
11,76.48115348815918,0.0,12.220234394073486,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8926455210874868,0.8926455210874868,0.0,3
12,98.43260502815247,0.0,3.0026299953460693,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8920038790443444,0.8920038790443444,0.0,4
13,95.39954924583435,0.0,11.674832105636597,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8905919661733616,0.8905919661733616,0.0,11
14,99.09715056419373,0.0,2.7415173053741455,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8920038790443444,0.8920038790443444,0.0,4
15,27.89265465736389,0.0,7.876441955566406,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8930044764328974,0.8930044764328974,0.0,1
16,30.514487743377686,0.0,1.7198662757873535,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8920038790443444,0.8920038790443444,0.0,4
17,30.820039749145508,0.0,7.107542276382446,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.892894280762565,0.892894280762565,0.0,2
