n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,178.48927283287048,0.0,5.346752643585205,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8917793964620188,0.8917793964620188,0.0,13
26,241.4755983352661,0.0,18.90638041496277,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.8284641450682296,0.8284641450682296,0.0,18
26,178.09100985527039,0.0,5.323884963989258,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8917793964620188,0.8917793964620188,0.0,13
26,210.08650922775269,0.0,14.180598258972168,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8834773500916471,0.8834773500916471,0.0,17
26,178.22605681419373,0.0,5.358888149261475,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8917793964620188,0.8917793964620188,0.0,13
26,185.59545493125916,0.0,14.366430759429932,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8944463608140738,0.8944463608140738,0.0,3
26,163.54834628105164,0.0,4.718594551086426,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8925877763328999,0.8925877763328999,0.0,10
26,210.65681147575378,0.0,13.67798113822937,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8835341365461847,0.8835341365461847,0.0,16
26,163.88165187835693,0.0,4.6729772090911865,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8925877763328999,0.8925877763328999,0.0,10
26,180.7579584121704,0.0,14.440845727920532,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8930305131761442,0.8930305131761442,0.0,5
26,163.88073301315308,0.0,4.726727724075317,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8925877763328999,0.8925877763328999,0.0,10
