n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,7.547244071960449,0.0,0.2200009822845459,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8942593063681845,0.8942593063681845,0.0,12
26,14.460684776306152,0.0,0.3879973888397217,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.8953074707775708,0.8953074707775708,0.0,11
26,26.427270650863647,0.0,0.7119989395141602,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.8962599424606533,0.8962599424606533,0.0,7
26,36.88058280944824,0.0,0.961998701095581,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.8962072468675922,0.8962072468675922,0.0,9
26,46.7271990776062,0.0,1.2650012969970703,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.8966392956911878,0.8966392956911878,0.0,3
26,56.907787799835205,0.0,1.5183746814727783,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8969019807008634,0.8969019807008634,0.0,1
26,8.13846755027771,0.0,0.20100069046020508,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.8962072468675922,0.8962072468675922,0.0,9
26,15.397688627243042,0.0,0.36299872398376465,0.0,entropy,200,"{'criterion': 'entropy', 'n_estimators': 200}",0.8965342349957733,0.8965342349957733,0.0,5
26,27.987265825271606,0.0,0.6480045318603516,0.0,entropy,400,"{'criterion': 'entropy', 'n_estimators': 400}",0.8968139947604158,0.8968139947604158,0.0,2
26,39.04558515548706,0.0,0.9059996604919434,0.0,entropy,600,"{'criterion': 'entropy', 'n_estimators': 600}",0.8966041561074506,0.8966041561074506,0.0,4
26,49.52320146560669,0.0,1.17099928855896,0.0,entropy,800,"{'criterion': 'entropy', 'n_estimators': 800}",0.8965167399391276,0.8965167399391276,0.0,6
26,60.07742977142334,0.0,1.4484176635742188,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.8962136578769438,0.8962136578769438,0.0,8
25,7.476399660110474,0.0,0.22099733352661133,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8947994561522773,0.8947994561522773,0.0,12
25,13.946755409240723,0.0,0.386995792388916,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.8963528413910093,0.8963528413910093,0.0,10
25,25.79024362564087,0.0,0.7329986095428467,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.8957398153637673,0.8957398153637673,0.0,11
25,36.92381048202515,0.0,0.9650008678436279,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.8968845242126651,0.8968845242126651,0.0,8
25,46.78384184837341,0.0,1.205000638961792,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.8972927241962775,0.8972927241962775,0.0,3
25,56.27310252189636,0.0,1.5135900974273682,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8965167399391276,0.8965167399391276,0.0,9
