,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.010023832321166992,0.0,0.002988100051879883,0.0,{},0.685672514619883,0.685672514619883,0.0,1
