n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.013000249862670898,0.0,0.0039997100830078125,0.0,{},0.6832272205406534,0.6832272205406534,0.0,1
25,0.014011144638061523,0.0,0.0030002593994140625,0.0,{},0.6828097275858469,0.6828097275858469,0.0,1
24,0.012000799179077148,0.0,0.003999471664428711,0.0,{},0.6834359670180566,0.6834359670180566,0.0,1
23,0.01241612434387207,0.0,0.0030031204223632812,0.0,{},0.6833037485642686,0.6833037485642686,0.0,1
22,0.011996746063232422,0.0,0.0029997825622558594,0.0,{},0.6844852787638338,0.6844852787638338,0.0,1
21,0.010987520217895508,0.0,0.0029997825622558594,0.0,{},0.6842764669033202,0.6842764669033202,0.0,1
20,0.010974407196044922,0.0,0.003997325897216797,0.0,{},0.6840622064502662,0.6840622064502662,0.0,1
19,0.01057744026184082,0.0,0.003000497817993164,0.0,{},0.6839962417788913,0.6839962417788913,0.0,1
18,0.009997844696044922,0.0,0.0030012130737304688,0.0,{},0.6849801545853353,0.6849801545853353,0.0,1
17,0.010023832321166992,0.0,0.002988100051879883,0.0,{},0.685672514619883,0.685672514619883,0.0,1
16,0.008999824523925781,0.0,0.003000974655151367,0.0,{},0.6855949895615866,0.6855949895615866,0.0,1
15,0.009999752044677734,0.0,0.0029997825622558594,0.0,{},0.6849686847599163,0.6849686847599163,0.0,1
14,0.009073495864868164,0.0,0.003996372222900391,0.0,{},0.6839086453227657,0.6839086453227657,0.0,1
13,0.009002685546875,0.0,0.0029981136322021484,0.0,{},0.6824950536290743,0.6824950536290743,0.0,1
12,0.00801229476928711,0.0,0.002999544143676758,0.0,{},0.6358883079319168,0.6358883079319168,0.0,1
11,0.007999897003173828,0.0,0.0029997825622558594,0.0,{},0.635058430717863,0.635058430717863,0.0,1
10,0.008011579513549805,0.0,0.0030002593994140625,0.0,{},0.6342499441090991,0.6342499441090991,0.0,1
9,0.007012128829956055,0.0,0.002999544143676758,0.0,{},0.6307362724095164,0.6307362724095164,0.0,1
8,0.00699925422668457,0.0,0.003000497817993164,0.0,{},0.6228871630881682,0.6228871630881682,0.0,1
7,0.0,0.0,0.0,0.0,{},0.6081504702194358,0.6081504702194358,0.0,1
6,0.006999969482421875,0.0,0.0019998550415039062,0.0,{},0.5882631329862754,0.5882631329862754,0.0,1
5,0.005998373031616211,0.0,0.0029997825622558594,0.0,{},0.5716342692584593,0.5716342692584593,0.0,1
4,0.005987882614135742,0.0,0.003000020980834961,0.0,{},0.466265690376569,0.466265690376569,0.0,1
3,0.006040096282958984,0.0,0.001988649368286133,0.0,{},0.12522596548890716,0.12522596548890716,0.0,1
2,0.0060002803802490234,0.0,0.0019996166229248047,0.0,{},0.01012216404886562,0.01012216404886562,0.0,1
1,0.004998207092285156,0.0,0.002001047134399414,0.0,{},0.0,0.0,0.0,1
