,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,1.5097405910491943,0.0,0.054802894592285156,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.9603056675864997,0.9603056675864997,0.0,12
1,2.820819139480591,0.0,0.08861756324768066,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.9609673313534154,0.9609673313534154,0.0,10
2,5.490413427352905,0.0,0.21343183517456055,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.9611876988335101,0.9611876988335101,0.0,9
3,7.8598973751068115,0.0,0.25898313522338867,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.961864406779661,0.961864406779661,0.0,4
4,10.008188962936401,0.0,0.3169693946838379,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.9622721492157693,0.9622721492157693,0.0,2
5,12.340196132659912,0.0,0.3905928134918213,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.9624761500953996,0.9624761500953996,0.0,1
6,1.5446317195892334,0.0,0.04606199264526367,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.9609673313534154,0.9609673313534154,0.0,10
7,2.910507917404175,0.0,0.09020471572875977,0.0,entropy,200,"{'criterion': 'entropy', 'n_estimators': 200}",0.9612370260538021,0.9612370260538021,0.0,8
8,5.52501368522644,0.0,0.16098713874816895,0.0,entropy,400,"{'criterion': 'entropy', 'n_estimators': 400}",0.9618966977138018,0.9618966977138018,0.0,3
9,7.787848711013794,0.0,0.22278952598571777,0.0,entropy,600,"{'criterion': 'entropy', 'n_estimators': 600}",0.961864406779661,0.961864406779661,0.0,4
10,10.092049360275269,0.0,0.30416107177734375,0.0,entropy,800,"{'criterion': 'entropy', 'n_estimators': 800}",0.9616606651133234,0.9616606651133234,0.0,6
11,12.355526685714722,0.0,0.38960957527160645,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.961457009741635,0.961457009741635,0.0,7
