,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.22118520736694336,0.0,225.48263812065125,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8004187020237264,0.8004187020237264,0.0,3
1,0.1852426528930664,0.0,210.67882561683655,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8041074249605056,0.8041074249605056,0.0,1
2,0.24363398551940918,0.0,227.12073159217834,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7855386576814498,0.7855386576814498,0.0,12
3,0.21682524681091309,0.0,211.25658535957336,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7904344651332603,0.7904344651332603,0.0,11
4,0.14512276649475098,0.0,232.31989789009094,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7976472653849531,0.7976472653849531,0.0,6
5,0.1806659698486328,0.0,210.75623726844788,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.8021108179419526,0.8021108179419526,0.0,2
6,0.22755789756774902,0.0,236.65732336044312,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7908232118758435,0.7908232118758435,0.0,9
7,0.2221667766571045,0.0,237.17986679077148,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7929761368752815,0.7929761368752815,0.0,7
8,0.23337602615356445,0.0,236.18155241012573,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7987012987012987,0.7987012987012987,0.0,5
9,0.13098382949829102,0.0,198.73135948181152,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7989048838647002,0.7989048838647002,0.0,4
10,0.23475241661071777,0.0,228.5685544013977,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.790676826535186,0.790676826535186,0.0,10
11,0.1494753360748291,0.0,238.4949049949646,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7928590652193416,0.7928590652193416,0.0,8
