n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.02500295639038086,0.0,166.98606753349304,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.7852664576802508,0.7852664576802508,0.0,4
26,0.020993471145629883,0.0,147.131605386734,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.7972003499562554,0.7972003499562554,0.0,1
26,0.02601027488708496,0.0,174.91991877555847,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7691039032435404,0.7691039032435404,0.0,10
26,0.025000810623168945,0.0,172.24403858184814,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7770957398076042,0.7770957398076042,0.0,6
26,0.02500295639038086,0.0,177.25379276275635,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.7818582122413034,0.7818582122413034,0.0,5
26,0.02800440788269043,0.0,172.89903354644775,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.7883956043956043,0.7883956043956043,0.0,2
26,0.02299332618713379,0.0,177.7728033065796,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.7665638046832456,0.7665638046832456,0.0,11
26,0.02500295639038086,0.0,147.04028224945068,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7764279238440617,0.7764279238440617,0.0,7
26,0.023007631301879883,0.0,173.7270312309265,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7738274669740225,0.7738274669740225,0.0,9
26,0.02601027488708496,0.0,147.1755964756012,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.785853572061691,0.785853572061691,0.0,3
26,0.02499675750732422,0.0,178.3516538143158,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7626749045974922,0.7626749045974922,0.0,12
26,0.02401137351989746,0.0,172.41402769088745,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7751532636134152,0.7751532636134152,0.0,8
25,0.2844729423522949,0.0,165.05438828468323,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.788688138256088,0.788688138256088,0.0,3
25,0.31468701362609863,0.0,155.44475388526917,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.79656712496716,0.79656712496716,0.0,1
25,0.17826151847839355,0.0,172.71324133872986,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7725070834475823,0.7725070834475823,0.0,11
25,0.12446761131286621,0.0,156.50205755233765,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7793754006777176,0.7793754006777176,0.0,7
25,0.11772990226745605,0.0,172.33083415031433,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.783659784718546,0.783659784718546,0.0,5
25,0.13178420066833496,0.0,153.88567090034485,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.7905138339920948,0.7905138339920948,0.0,2
25,0.10945582389831543,0.0,173.37788939476013,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.77345164795364,0.77345164795364,0.0,10
25,0.11565995216369629,0.0,155.483966588974,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.7780792186652198,0.7780792186652198,0.0,8
25,0.12879347801208496,0.0,170.972243309021,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.7800265134776845,0.7800265134776845,0.0,6
25,0.10569071769714355,0.0,153.6573235988617,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.7864809722345426,0.7864809722345426,0.0,4
25,0.09009099006652832,0.0,166.8107349872589,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.7713613323678493,0.7713613323678493,0.0,12
25,0.14278435707092285,0.0,154.7312717437744,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.7775175644028103,0.7775175644028103,0.0,9
24,0.18900084495544434,0.0,164.2590012550354,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.788688138256088,0.788688138256088,0.0,3
24,0.18801569938659668,0.0,155.8599991798401,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.79656712496716,0.79656712496716,0.0,1
24,0.19700241088867188,0.0,162.42499709129333,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.7725070834475823,0.7725070834475823,0.0,11
24,0.10100030899047852,0.0,175.84661960601807,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.7793754006777176,0.7793754006777176,0.0,7
