n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.014000177383422852,0.0,0.003999948501586914,0.0,{},0.6861070610289522,0.6861070610289522,0.0,1
25,0.013437271118164062,0.0,0.0029947757720947266,0.0,{},0.6855653986451277,0.6855653986451277,0.0,1
24,0.012999773025512695,0.0,0.003000020980834961,0.0,{},0.68582734562116,0.68582734562116,0.0,1
23,0.011999130249023438,0.0,0.0038840770721435547,0.0,{},0.6865360566902877,0.6865360566902877,0.0,1
22,0.011739492416381836,0.0,0.0030002593994140625,0.0,{},0.6873045653533459,0.6873045653533459,0.0,1
21,0.011003971099853516,0.0,0.002994537353515625,0.0,{},0.6878582595101617,0.6878582595101617,0.0,1
20,0.010703563690185547,0.0,0.003000020980834961,0.0,{},0.6875846971750235,0.6875846971750235,0.0,1
19,0.01100015640258789,0.0,0.003000020980834961,0.0,{},0.6875130289764436,0.6875130289764436,0.0,1
18,0.010846376419067383,0.0,0.002999544143676758,0.0,{},0.6872329338196977,0.6872329338196977,0.0,1
17,0.010303974151611328,0.0,0.003000020980834961,0.0,{},0.6869782971619365,0.6869782971619365,0.0,1
16,0.009999752044677734,0.0,0.002999544143676758,0.0,{},0.6871088861076345,0.6871088861076345,0.0,1
15,0.009000301361083984,0.0,0.0030014514923095703,0.0,{},0.6866854342612867,0.6866854342612867,0.0,1
14,0.008076190948486328,0.0,0.003999471664428711,0.0,{},0.6866013752865181,0.6866013752865181,0.0,1
13,0.008001089096069336,0.0,0.0033402442932128906,0.0,{},0.6853991050057239,0.6853991050057239,0.0,1
12,0.008036375045776367,0.0,0.0029969215393066406,0.0,{},0.6427141268075639,0.6427141268075639,0.0,1
11,0.008648395538330078,0.0,0.0020008087158203125,0.0,{},0.6438417074255225,0.6438417074255225,0.0,1
10,0.007382631301879883,0.0,0.002997875213623047,0.0,{},0.6404644930772666,0.6404644930772666,0.0,1
9,0.008011817932128906,0.0,0.0027008056640625,0.0,{},0.6355645706558485,0.6355645706558485,0.0,1
8,0.006999969482421875,0.0,0.0037195682525634766,0.0,{},0.6306902452937821,0.6306902452937821,0.0,1
7,0.0070879459381103516,0.0,0.0032608509063720703,0.0,{},0.6154025670945157,0.6154025670945157,0.0,1
6,0.007012128829956055,0.0,0.0023040771484375,0.0,{},0.5943103036098494,0.5943103036098494,0.0,1
5,0.005999088287353516,0.0,0.0030329227447509766,0.0,{},0.5864227250842561,0.5864227250842561,0.0,1
4,0.005999088287353516,0.0,0.0030007362365722656,0.0,{},0.4875179715069926,0.4875179715069926,0.0,1
3,0.00594329833984375,0.0,0.0019998550415039062,0.0,{},0.1279011521122057,0.1279011521122057,0.0,1
2,0.005987882614135742,0.0,0.0019998550415039062,0.0,{},0.013827335578798087,0.013827335578798087,0.0,1
1,0.004999399185180664,0.0,0.0030002593994140625,0.0,{},0.0,0.0,0.0,1
