n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.012096405029296875,0.0,0.004000663757324219,0.0,{},0.8527007818052594,0.8527007818052594,0.0,1
25,0.012000083923339844,0.0,0.003000020980834961,0.0,{},0.8527296937416776,0.8527296937416776,0.0,1
24,0.010998249053955078,0.0,0.00400090217590332,0.0,{},0.8524270121572455,0.8524270121572455,0.0,1
23,0.010999917984008789,0.0,0.003998994827270508,0.0,{},0.8517663767086808,0.8517663767086808,0.0,1
22,0.011001348495483398,0.0,0.0029985904693603516,0.0,{},0.8514341532723559,0.8514341532723559,0.0,1
21,0.011137247085571289,0.0,0.0029997825622558594,0.0,{},0.8513585508790624,0.8513585508790624,0.0,1
20,0.010001182556152344,0.0,0.003998994827270508,0.0,{},0.8519176136363636,0.8519176136363636,0.0,1
19,0.010009765625,0.0,0.003008604049682617,0.0,{},0.8514113261139712,0.8514113261139712,0.0,1
18,0.009987831115722656,0.0,0.0029997825622558594,0.0,{},0.8510562755192616,0.8510562755192616,0.0,1
17,0.009987592697143555,0.0,0.003000020980834961,0.0,{},0.8511582497559244,0.8511582497559244,0.0,1
16,0.009476184844970703,0.0,0.0041544437408447266,0.0,{},0.8509316770186336,0.8509316770186336,0.0,1
15,0.010000228881835938,0.0,0.003000020980834961,0.0,{},0.8506787330316742,0.8506787330316742,0.0,1
14,0.009142160415649414,0.0,0.003000020980834961,0.0,{},0.8506073233442681,0.8506073233442681,0.0,1
13,0.007999897003173828,0.0,0.003999948501586914,0.0,{},0.8506338090594805,0.8506338090594805,0.0,1
12,0.00800013542175293,0.0,0.003000020980834961,0.0,{},0.8503057697420898,0.8503057697420898,0.0,1
11,0.008000850677490234,0.0,0.0029993057250976562,0.0,{},0.8498759305210919,0.8498759305210919,0.0,1
10,0.008042335510253906,0.0,0.0029997825622558594,0.0,{},0.8495214462956399,0.8495214462956399,0.0,1
9,0.006999015808105469,0.0,0.003000020980834961,0.0,{},0.8477971811009662,0.8477971811009662,0.0,1
8,0.005998373031616211,0.0,0.0029990673065185547,0.0,{},0.8482000354672815,0.8482000354672815,0.0,1
7,0.008001327514648438,0.0,0.0029985904693603516,0.0,{},0.8472111377139311,0.8472111377139311,0.0,1
6,0.006999492645263672,0.0,0.002998828887939453,0.0,{},0.8469795085602768,0.8469795085602768,0.0,1
5,0.007001161575317383,0.0,0.002998828887939453,0.0,{},0.845839985808054,0.845839985808054,0.0,1
4,0.005998849868774414,0.0,0.002998828887939453,0.0,{},0.8448704295349662,0.8448704295349662,0.0,1
3,0.005999088287353516,0.0,0.002998828887939453,0.0,{},0.8449454158161002,0.8449454158161002,0.0,1
2,0.005481243133544922,0.0,0.0030117034912109375,0.0,{},0.8515739542906425,0.8515739542906425,0.0,1
1,0.004999876022338867,0.0,0.003000497817993164,0.0,{},0.0,0.0,0.0,1
