n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.005001068115234375,0.0,0.0019991397857666016,0.0,{},0.8498519024834815,0.8498519024834815,0.0,1
25,0.004999876022338867,0.0,0.002000093460083008,0.0,{},0.8503075871496923,0.8503075871496923,0.0,1
24,0.003999233245849609,0.0,0.0019998550415039062,0.0,{},0.8503075871496923,0.8503075871496923,0.0,1
23,0.005002498626708984,0.0,0.0019953250885009766,0.0,{},0.8505694760820045,0.8505694760820045,0.0,1
22,0.003998994827270508,0.0,0.0009999275207519531,0.0,{},0.8503075871496923,0.8503075871496923,0.0,1
21,0.0029997825622558594,0.0,0.002000093460083008,0.0,{},0.8510250569476081,0.8510250569476081,0.0,1
20,0.0039997100830078125,0.0,0.002001047134399414,0.0,{},0.8512189564821143,0.8512189564821143,0.0,1
19,0.0029993057250976562,0.0,0.0020003318786621094,0.0,{},0.8520036429872495,0.8520036429872495,0.0,1
18,0.004000186920166016,0.0,0.0009992122650146484,0.0,{},0.8532423208191126,0.8532423208191126,0.0,1
17,0.003997087478637695,0.0,0.0020008087158203125,0.0,{},0.855,0.855,0.0,1
16,0.0029981136322021484,0.0,0.002000570297241211,0.0,{},0.8567536889897843,0.8567536889897843,0.0,1
15,0.0030012130737304688,0.0,0.0019996166229248047,0.0,{},0.8571428571428571,0.8571428571428571,0.0,1
14,0.00299835205078125,0.0,0.002000093460083008,0.0,{},0.8558476881233,0.8558476881233,0.0,1
13,0.003000020980834961,0.0,0.0010001659393310547,0.0,{},0.8522212148685402,0.8522212148685402,0.0,1
12,0.0029997825622558594,0.0,0.0020003318786621094,0.0,{},0.8554599003171727,0.8554599003171727,0.0,1
11,0.0029990673065185547,0.0,0.002000570297241211,0.0,{},0.8568197240443339,0.8568197240443339,0.0,1
10,0.0029993057250976562,0.0,0.0010013580322265625,0.0,{},0.8590178773478163,0.8590178773478163,0.0,1
9,0.002999544143676758,0.0,0.0019998550415039062,0.0,{},0.8662908680947012,0.8662908680947012,0.0,1
8,0.00299835205078125,0.0,0.00099945068359375,0.0,{},0.8756174225415357,0.8756174225415357,0.0,1
7,0.0029993057250976562,0.0,0.0009996891021728516,0.0,{},0.8832623795653148,0.8832623795653148,0.0,1
6,0.002998828887939453,0.0,0.002000570297241211,0.0,{},0.8745808182427901,0.8745808182427901,0.0,1
5,0.0020003318786621094,0.0,0.0010001659393310547,0.0,{},0.876203268412805,0.876203268412805,0.0,1
4,0.002000093460083008,0.0,0.001012563705444336,0.0,{},0.815071659731854,0.815071659731854,0.0,1
3,0.002000093460083008,0.0,0.0010004043579101562,0.0,{},0.8982237157945271,0.8982237157945271,0.0,1
2,0.002000570297241211,0.0,0.0010001659393310547,0.0,{},0.6827706635622817,0.6827706635622817,0.0,1
1,0.0019986629486083984,0.0,0.0020017623901367188,0.0,{},0.0,0.0,0.0,1
