,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.21699810028076172,0.0,1.05820631980896,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.8182214092849056,0.8182214092849056,0.0,4
1,0.2149982452392578,0.0,0.9542059898376465,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.8231090972464273,0.8231090972464273,0.0,1
2,0.2520003318786621,0.0,1.4672036170959473,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.8083416087388281,0.8083416087388281,0.0,12
3,0.246002197265625,0.0,1.2182021141052246,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.8144004330957321,0.8144004330957321,0.0,8
4,0.20799779891967773,0.0,1.548206090927124,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.8213724463069669,0.8213724463069669,0.0,3
5,0.2540011405944824,0.0,1.2752022743225098,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.821982645280042,0.821982645280042,0.0,2
6,0.24199843406677246,0.0,1.693204402923584,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.8117394416607014,0.8117394416607014,0.0,9
7,0.24699616432189941,0.0,1.3882033824920654,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.816366729340138,0.816366729340138,0.0,6
8,0.2279973030090332,0.0,1.7532052993774414,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.8150618801018169,0.8150618801018169,0.0,7
9,0.23299694061279297,0.0,1.5162088871002197,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.8174219093708754,0.8174219093708754,0.0,5
10,0.19299936294555664,0.0,1.7532048225402832,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.8103877623621486,0.8103877623621486,0.0,10
11,0.24999547004699707,0.0,1.5952036380767822,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.8102372034956303,0.8102372034956303,0.0,11
