n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.004000425338745117,0.0,0.0019998550415039062,0.0,{},0.859417652411283,0.859417652411283,0.0,1
25,0.005007505416870117,0.0,0.0019998550415039062,0.0,{},0.8601954989770403,0.8601954989770403,0.0,1
24,0.003999471664428711,0.0,0.001998424530029297,0.0,{},0.8594815825375169,0.8594815825375169,0.0,1
23,0.0039997100830078125,0.0,0.002000093460083008,0.0,{},0.8603910868576625,0.8603910868576625,0.0,1
22,0.003999233245849609,0.0,0.0019991397857666016,0.0,{},0.8612374886260238,0.8612374886260238,0.0,1
21,0.006997585296630859,0.0,0.0009999275207519531,0.0,{},0.8612374886260238,0.8612374886260238,0.0,1
20,0.004999876022338867,0.0,0.0010008811950683594,0.0,{},0.8615594453284837,0.8615594453284837,0.0,1
19,0.00400090217590332,0.0,0.0019981861114501953,0.0,{},0.8621394503747445,0.8621394503747445,0.0,1
18,0.004000663757324219,0.0,0.002000093460083008,0.0,{},0.8639455782312926,0.8639455782312926,0.0,1
17,0.0029993057250976562,0.0,0.0020003318786621094,0.0,{},0.8658067436071509,0.8658067436071509,0.0,1
16,0.004000663757324219,0.0,0.0010004043579101562,0.0,{},0.8661239258254185,0.8661239258254185,0.0,1
15,0.003998994827270508,0.0,0.0009999275207519531,0.0,{},0.8652193577566712,0.8652193577566712,0.0,1
14,0.004000186920166016,0.0,0.0009996891021728516,0.0,{},0.8637392485287462,0.8637392485287462,0.0,1
13,0.002997159957885742,0.0,0.002000570297241211,0.0,{},0.8618659420289856,0.8618659420289856,0.0,1
12,0.003999948501586914,0.0,0.002000570297241211,0.0,{},0.8641526578827805,0.8641526578827805,0.0,1
11,0.0029990673065185547,0.0,0.0009999275207519531,0.0,{},0.8609722853248524,0.8609722853248524,0.0,1
10,0.0029990673065185547,0.0,0.0010001659393310547,0.0,{},0.8644605621033545,0.8644605621033545,0.0,1
9,0.002999544143676758,0.0,0.0009999275207519531,0.0,{},0.8721296713192256,0.8721296713192256,0.0,1
8,0.0029993057250976562,0.0,0.0009999275207519531,0.0,{},0.8795505617977529,0.8795505617977529,0.0,1
7,0.0029997825622558594,0.0,0.001001119613647461,0.0,{},0.8847967662250169,0.8847967662250169,0.0,1
6,0.0019996166229248047,0.0,0.002000093460083008,0.0,{},0.8657521924893186,0.8657521924893186,0.0,1
5,0.0020003318786621094,0.0,0.0010004043579101562,0.0,{},0.8665168539325843,0.8665168539325843,0.0,1
4,0.0020008087158203125,0.0,0.0020003318786621094,0.0,{},0.8179310344827586,0.8179310344827586,0.0,1
3,0.0019989013671875,0.0,0.0020003318786621094,0.0,{},0.9186896064105586,0.9186896064105586,0.0,1
2,0.0019986629486083984,0.0,0.0010008811950683594,0.0,{},0.8141025641025642,0.8141025641025642,0.0,1
1,0.0019998550415039062,0.0,0.002000093460083008,0.0,{},0.0,0.0,0.0,1
