n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.010997533798217773,0.0,0.003999948501586914,0.0,{},0.6073467628999247,0.6073467628999247,0.0,1
25,0.011987924575805664,0.0,0.003000974655151367,0.0,{},0.6079551579174302,0.6079551579174302,0.0,1
24,0.012011528015136719,0.0,0.003000497817993164,0.0,{},0.607843137254902,0.607843137254902,0.0,1
23,0.009998798370361328,0.0,0.003999233245849609,0.0,{},0.6070080862533693,0.6070080862533693,0.0,1
22,0.011998414993286133,0.0,0.003000974655151367,0.0,{},0.6072891956006038,0.6072891956006038,0.0,1
21,0.011001110076904297,0.0,0.002999544143676758,0.0,{},0.6071004640120858,0.6071004640120858,0.0,1
20,0.010681629180908203,0.0,0.003000497817993164,0.0,{},0.6070811744386874,0.6070811744386874,0.0,1
19,0.010995626449584961,0.0,0.003000020980834961,0.0,{},0.6079637423114276,0.6079637423114276,0.0,1
18,0.010001420974731445,0.0,0.002998828887939453,0.0,{},0.6088927260954026,0.6088927260954026,0.0,1
17,0.010001420974731445,0.0,0.002998828887939453,0.0,{},0.6083198271204754,0.6083198271204754,0.0,1
16,0.008997678756713867,0.0,0.0030052661895751953,0.0,{},0.6088836053171944,0.6088836053171944,0.0,1
15,0.008999824523925781,0.0,0.0030014514923095703,0.0,{},0.6092500540306894,0.6092500540306894,0.0,1
14,0.009001016616821289,0.0,0.0029976367950439453,0.0,{},0.6087520259319287,0.6087520259319287,0.0,1
13,0.007998228073120117,0.0,0.0029997825622558594,0.0,{},0.6086205034028304,0.6086205034028304,0.0,1
12,0.007997989654541016,0.0,0.0030007362365722656,0.0,{},0.5988601490574309,0.5988601490574309,0.0,1
11,0.0070002079010009766,0.0,0.002997875213623047,0.0,{},0.5984665936473166,0.5984665936473166,0.0,1
10,0.007003068923950195,0.0,0.0029993057250976562,0.0,{},0.5965684117905852,0.5965684117905852,0.0,1
9,0.007997751235961914,0.0,0.0030002593994140625,0.0,{},0.5931019185982034,0.5931019185982034,0.0,1
8,0.0070002079010009766,0.0,0.003000020980834961,0.0,{},0.5912162162162162,0.5912162162162162,0.0,1
7,0.007024526596069336,0.0,0.0029990673065185547,0.0,{},0.5764364480557167,0.5764364480557167,0.0,1
6,0.0070002079010009766,0.0,0.0019998550415039062,0.0,{},0.5241995532390171,0.5241995532390171,0.0,1
5,0.0065155029296875,0.0,0.0029990673065185547,0.0,{},0.5272277227722773,0.5272277227722773,0.0,1
4,0.006999969482421875,0.0,0.002000093460083008,0.0,{},0.1910023677979479,0.1910023677979479,0.0,1
3,0.004999637603759766,0.0,0.0030002593994140625,0.0,{},0.0526135975401435,0.0526135975401435,0.0,1
2,0.004991292953491211,0.0,0.0029985904693603516,0.0,{},0.005602240896358543,0.005602240896358543,0.0,1
1,0.0040018558502197266,0.0,0.002991199493408203,0.0,{},0.0,0.0,0.0,1
