,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.008997678756713867,0.0,0.0030052661895751953,0.0,{},0.6088836053171944,0.6088836053171944,0.0,1
