n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.013000249862670898,0.0,0.003000974655151367,0.0,{},0.8506819813352476,0.8506819813352476,0.0,1
25,0.012998342514038086,0.0,0.003000020980834961,0.0,{},0.8491108316867253,0.8491108316867253,0.0,1
24,0.010997772216796875,0.0,0.003999948501586914,0.0,{},0.849034575662326,0.849034575662326,0.0,1
23,0.012098312377929688,0.0,0.003000497817993164,0.0,{},0.8482727680574249,0.8482727680574249,0.0,1
22,0.010998964309692383,0.0,0.004003286361694336,0.0,{},0.8484522207267834,0.8484522207267834,0.0,1
21,0.010001897811889648,0.0,0.003987312316894531,0.0,{},0.8486098654708519,0.8486098654708519,0.0,1
20,0.010141134262084961,0.0,0.0030002593994140625,0.0,{},0.8483544076764417,0.8483544076764417,0.0,1
19,0.010996818542480469,0.0,0.003000020980834961,0.0,{},0.8485065925195086,0.8485065925195086,0.0,1
18,0.009998798370361328,0.0,0.0029981136322021484,0.0,{},0.8488434642280795,0.8488434642280795,0.0,1
17,0.008996963500976562,0.0,0.0030968189239501953,0.0,{},0.8484087852980726,0.8484087852980726,0.0,1
16,0.009996414184570312,0.0,0.003000020980834961,0.0,{},0.8483110832362691,0.8483110832362691,0.0,1
15,0.008999109268188477,0.0,0.0033864974975585938,0.0,{},0.8480071652485446,0.8480071652485446,0.0,1
14,0.008999824523925781,0.0,0.003000020980834961,0.0,{},0.8476275738585497,0.8476275738585497,0.0,1
13,0.007997989654541016,0.0,0.0030031204223632812,0.0,{},0.847757988006802,0.847757988006802,0.0,1
12,0.008003711700439453,0.0,0.003996133804321289,0.0,{},0.8474545942560616,0.8474545942560616,0.0,1
11,0.008998394012451172,0.0,0.0030989646911621094,0.0,{},0.8475364392381294,0.8475364392381294,0.0,1
10,0.007997989654541016,0.0,0.003000020980834961,0.0,{},0.8463602217850116,0.8463602217850116,0.0,1
9,0.0069997310638427734,0.0,0.003999948501586914,0.0,{},0.8458992934442358,0.8458992934442358,0.0,1
8,0.00699925422668457,0.0,0.003000020980834961,0.0,{},0.8450326388267907,0.8450326388267907,0.0,1
7,0.0070343017578125,0.0,0.0019996166229248047,0.0,{},0.8444682944280476,0.8444682944280476,0.0,1
6,0.007999897003173828,0.0,0.0019998550415039062,0.0,{},0.8448738593666129,0.8448738593666129,0.0,1
5,0.006000041961669922,0.0,0.003000020980834961,0.0,{},0.8436968775163283,0.8436968775163283,0.0,1
4,0.006272077560424805,0.0,0.0029981136322021484,0.0,{},0.8426986399427343,0.8426986399427343,0.0,1
3,0.004997968673706055,0.0,0.0030007362365722656,0.0,{},0.8426986399427343,0.8426986399427343,0.0,1
2,0.005000114440917969,0.0,0.0029997825622558594,0.0,{},0.8520545565111631,0.8520545565111631,0.0,1
1,0.00500178337097168,0.0,0.0019876956939697266,0.0,{},0.0,0.0,0.0,1
