,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,4.389608144760132,0.0,0.17662668228149414,0.0,gini,100,"{'criterion': 'gini', 'n_estimators': 100}",0.8926543953208327,0.8926543953208327,0.0,11
1,8.54639220237732,0.0,0.37602663040161133,0.0,gini,200,"{'criterion': 'gini', 'n_estimators': 200}",0.892973715856382,0.892973715856382,0.0,8
2,15.684783220291138,0.0,0.6447184085845947,0.0,gini,400,"{'criterion': 'gini', 'n_estimators': 400}",0.8927406898918826,0.8927406898918826,0.0,10
3,22.552286624908447,0.0,0.899482250213623,0.0,gini,600,"{'criterion': 'gini', 'n_estimators': 600}",0.8929154143409189,0.8929154143409189,0.0,9
4,29.342222452163696,0.0,1.1516988277435303,0.0,gini,800,"{'criterion': 'gini', 'n_estimators': 800}",0.8929920989350739,0.8929920989350739,0.0,7
5,36.29107141494751,0.0,1.4292314052581787,0.0,gini,1000,"{'criterion': 'gini', 'n_estimators': 1000}",0.8931788931788931,0.8931788931788931,0.0,6
6,4.806739807128906,0.0,0.1772913932800293,0.0,entropy,100,"{'criterion': 'entropy', 'n_estimators': 100}",0.891481513253839,0.891481513253839,0.0,12
7,9.38771939277649,0.0,0.33063578605651855,0.0,entropy,200,"{'criterion': 'entropy', 'n_estimators': 200}",0.8944525422275572,0.8944525422275572,0.0,1
8,17.07209849357605,0.0,0.5753045082092285,0.0,entropy,400,"{'criterion': 'entropy', 'n_estimators': 400}",0.8941862459269421,0.8941862459269421,0.0,2
9,25.226274013519287,0.0,0.936316728591919,0.0,entropy,600,"{'criterion': 'entropy', 'n_estimators': 600}",0.8939380948298037,0.8939380948298037,0.0,4
10,32.20687651634216,0.0,1.0952842235565186,0.0,entropy,800,"{'criterion': 'entropy', 'n_estimators': 800}",0.8936899862825789,0.8936899862825789,0.0,5
11,39.28284025192261,0.0,1.3777973651885986,0.0,entropy,1000,"{'criterion': 'entropy', 'n_estimators': 1000}",0.8939562794684955,0.8939562794684955,0.0,3
