n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,7.630047798156738,0.0,0.004000425338745117,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8594287680660703,0.8594287680660703,0.0,15
26,3.990042209625244,0.0,0.006999969482421875,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8809959084182118,0.8809959084182118,0.0,13
26,1.9861502647399902,0.0,0.007002592086791992,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8250160241736105,0.8250160241736105,0.0,19
26,1.6441495418548584,0.0,0.007999181747436523,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8870180165010944,0.8870180165010944,0.0,8
26,1.5401525497436523,0.0,0.006999492645263672,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8408473655621945,0.8408473655621945,0.0,18
26,1.246788740158081,0.0,0.007000923156738281,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.0,0.0,0.0,23
26,5.858325481414795,0.0,0.004998922348022461,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.7919064748201439,0.7919064748201439,0.0,20
26,3.1630423069000244,0.0,0.007999658584594727,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.881294964028777,0.881294964028777,0.0,11
26,3.652045965194702,0.0,0.006998300552368164,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.88104685521317,0.88104685521317,0.0,12
26,2.4461560249328613,0.0,0.007993936538696289,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8901964177554728,0.8901964177554728,0.0,4
26,2.1985535621643066,0.0,0.008996725082397461,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8416187152155457,0.8416187152155457,0.0,17
26,1.4055566787719727,0.0,0.007998466491699219,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8849375961702856,0.8849375961702856,0.0,9
26,7.174366235733032,0.0,0.004999876022338867,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8771088464502867,0.8771088464502867,0.0,14
26,8.089457273483276,0.0,0.004002094268798828,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8928046989720999,0.8928046989720999,0.0,1
26,2.3875653743743896,0.0,0.008992910385131836,0.0,"(10, 10)",0.01,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8495480175422895,0.8495480175422895,0.0,16
26,2.8537867069244385,0.0,0.006661891937255859,0.0,"(10, 10)",0.01,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8882311977715877,0.8882311977715877,0.0,7
26,4.491169214248657,0.0,0.004998922348022461,0.0,"(10, 10)",0.1,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8898543317147969,0.8898543317147969,0.0,6
26,1.8028910160064697,0.0,0.007999181747436523,0.0,"(10, 10)",0.1,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.0,0.0,0.0,23
26,7.046897649765015,0.0,0.005999565124511719,0.0,"(20, 20)",0.001,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8823379923761119,0.8823379923761119,0.0,10
26,4.158162832260132,0.0,0.005994081497192383,0.0,"(20, 20)",0.001,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8898640509378765,0.8898640509378765,0.0,5
26,1.7428929805755615,0.0,0.009994745254516602,0.0,"(20, 20)",0.01,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.7498704439454137,0.7498704439454137,0.0,21
26,2.986175775527954,0.0,0.009001731872558594,0.0,"(20, 20)",0.01,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.890910636850608,0.890910636850608,0.0,3
26,1.6459484100341797,0.0,0.007687568664550781,0.0,"(20, 20)",0.1,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.7196448105012546,0.7196448105012546,0.0,22
26,3.470918655395508,0.0,0.007001399993896484,0.0,"(20, 20)",0.1,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8915972877864562,0.8915972877864562,0.0,2
25,7.9061033725738525,0.0,0.00500035285949707,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8592453153076067,0.8592453153076067,0.0,20
25,5.784169435501099,0.0,0.008512020111083984,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8899991385993625,0.8899991385993625,0.0,9
25,2.566931962966919,0.0,0.007047414779663086,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8730437840689291,0.8730437840689291,0.0,18
25,3.2016642093658447,0.0,0.007002353668212891,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8934971838197644,0.8934971838197644,0.0,1
25,1.9966719150543213,0.0,0.0070002079010009766,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8619779819852607,0.8619779819852607,0.0,19
25,1.6126692295074463,0.0,0.00700068473815918,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8883345805271473,0.8883345805271473,0.0,11
25,8.652018070220947,0.0,0.005001068115234375,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8568471886857537,0.8568471886857537,0.0,21
