,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,59.38381481170654,0.0,5.548746347427368,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8965041001294778,0.8965041001294778,0.0,13
1,115.38432216644287,0.0,18.757109880447388,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.829472154083765,0.829472154083765,0.0,18
2,60.08338403701782,0.0,5.4489593505859375,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8965041001294778,0.8965041001294778,0.0,13
3,77.88402032852173,0.0,58.46607995033264,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8849526786489537,0.8849526786489537,0.0,17
4,59.545870780944824,0.0,5.671783447265625,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8965041001294778,0.8965041001294778,0.0,13
5,68.48510956764221,0.0,50.82979679107666,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8970537855429943,0.8970537855429943,0.0,12
6,56.70558166503906,0.0,4.88530969619751,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8982583204000689,0.8982583204000689,0.0,4
7,79.01640462875366,0.0,57.48421120643616,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8855479273485706,0.8855479273485706,0.0,16
8,56.422306060791016,0.0,4.8291192054748535,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8982583204000689,0.8982583204000689,0.0,4
9,67.94717025756836,0.0,50.02834916114807,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8979416070967186,0.8979416070967186,0.0,7
10,56.80873513221741,0.0,5.043749094009399,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8982583204000689,0.8982583204000689,0.0,4
11,63.48929142951965,0.0,45.95538830757141,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.9002466196105111,0.9002466196105111,0.0,1
12,77.61601901054382,0.0,3.696660041809082,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8978712401965009,0.8978712401965009,0.0,8
13,68.61309456825256,0.0,49.25679540634155,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8977517443362909,0.8977517443362909,0.0,11
14,77.69532179832458,0.0,3.574582576751709,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8978712401965009,0.8978712401965009,0.0,8
15,54.56357502937317,0.0,35.59866213798523,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8989881666952495,0.8989881666952495,0.0,3
16,64.00646567344666,0.0,2.373281955718994,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8978712401965009,0.8978712401965009,0.0,8
17,74.48230481147766,0.0,31.845301866531372,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.9000084810448649,0.9000084810448649,0.0,2
