n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,7.213395833969116,0.0,0.0020406246185302734,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8519669656336027,0.8519669656336027,0.0,24
26,2.747335195541382,0.0,0.0,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8884156729131175,0.8884156729131175,0.0,21
26,3.22538161277771,0.0,0.0,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8980720871751886,0.8980720871751886,0.0,14
26,2.3437678813934326,0.0,0.0,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8969530982540227,0.8969530982540227,0.0,16
26,2.9840121269226074,0.0,0.006994962692260742,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8985987894867754,0.8985987894867754,0.0,11
26,1.6723964214324951,0.0,0.0,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8992183602195243,0.8992183602195243,0.0,10
26,8.397775173187256,0.0,0.0,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8671710063335679,0.8671710063335679,0.0,23
26,3.089848041534424,0.0,0.021813392639160156,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8899768101004896,0.8899768101004896,0.0,20
26,3.757570505142212,0.0,0.001054525375366211,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8979898240053382,0.8979898240053382,0.0,15
26,2.038710594177246,0.0,0.017838716506958008,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.900093370681606,0.900093370681606,0.0,9
26,2.5738213062286377,0.0,0.0070040225982666016,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.900241284632665,0.900241284632665,0.0,8
26,3.3170530796051025,0.0,0.0010595321655273438,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8964282669849117,0.8964282669849117,0.0,17
26,7.422308683395386,0.0,0.004037380218505859,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8854355521022188,0.8854355521022188,0.0,22
26,5.140850305557251,0.0,0.015819072723388672,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.898263447691656,0.898263447691656,0.0,13
26,3.936521530151367,0.0,0.008046865463256836,0.0,"(10, 10)",0.01,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8963979416809607,0.8963979416809607,0.0,18
26,4.273298740386963,0.0,0.020823001861572266,0.0,"(10, 10)",0.01,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8984784664317028,0.8984784664317028,0.0,12
26,5.798511505126953,0.0,0.004998207092285156,0.0,"(10, 10)",0.1,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9010600706713782,0.9010600706713782,0.0,6
26,3.3125476837158203,0.0,0.007045269012451172,0.0,"(10, 10)",0.1,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9012795525802898,0.9012795525802898,0.0,4
26,6.44793701171875,0.0,0.005000114440917969,0.0,"(20, 20)",0.001,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8917705735660848,0.8917705735660848,0.0,19
26,5.4674224853515625,0.0,0.0,0.0,"(20, 20)",0.001,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9018327893547577,0.9018327893547577,0.0,1
26,3.797802448272705,0.0,0.0050411224365234375,0.0,"(20, 20)",0.01,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.9005313849219528,0.9005313849219528,0.0,7
26,3.9500772953033447,0.0,0.0,0.0,"(20, 20)",0.01,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.9016517145971326,0.9016517145971326,0.0,3
26,5.65697455406189,0.0,0.0,0.0,"(20, 20)",0.1,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9016851553899569,0.9016851553899569,0.0,2
26,2.8537392616271973,0.0,0.0010538101196289062,0.0,"(20, 20)",0.1,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.9010733006073717,0.9010733006073717,0.0,5
25,10.900361776351929,0.0,0.0,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8795223041798385,0.8795223041798385,0.0,23
25,3.402594804763794,0.0,0.0,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8870183963901423,0.8870183963901423,0.0,22
25,3.2533416748046875,0.0,0.017788410186767578,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8989100590731341,0.8989100590731341,0.0,12
25,1.5590004920959473,0.0,0.004043102264404297,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8949786949619852,0.8949786949619852,0.0,17
25,3.534116744995117,0.0,0.004048585891723633,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.9008993863999327,0.9008993863999327,0.0,7
25,2.5647530555725098,0.0,0.015796422958374023,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.900375782881002,0.900375782881002,0.0,9
25,9.100231170654297,0.0,0.0,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8676885130373503,0.8676885130373503,0.0,24
25,6.389368534088135,0.0,0.0,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.9014526246285903,0.9014526246285903,0.0,4
25,2.63348126411438,0.0,0.018831491470336914,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8891537544696066,0.8891537544696066,0.0,21
