,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,4.264633655548096,0.0,0.0,0.0,10,0.001,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.847700108656284,0.847700108656284,0.0,23
1,4.605385065078735,0.0,0.0030002593994140625,0.0,10,0.001,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8771666666666668,0.8771666666666668,0.0,6
2,1.4535191059112549,0.0,0.004998683929443359,0.0,10,0.01,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8594604126256392,0.8594604126256392,0.0,21
3,1.5692694187164307,0.0,0.016833066940307617,0.0,10,0.01,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8789104416013207,0.8789104416013207,0.0,1
4,1.3151650428771973,0.0,0.0,0.0,10,0.1,sgd,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8628785895085974,0.8628785895085974,0.0,20
5,1.307114601135254,0.0,0.003000020980834961,0.0,10,0.1,adam,"{'hidden_layer_sizes': 10, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8789104416013207,0.8789104416013207,0.0,1
6,4.369719505310059,0.0,0.0039997100830078125,0.0,20,0.001,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.847700108656284,0.847700108656284,0.0,23
7,3.6640517711639404,0.0,0.005000114440917969,0.0,20,0.001,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8771666666666668,0.8771666666666668,0.0,6
8,2.1979939937591553,0.0,0.0,0.0,20,0.01,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8729956731992874,0.8729956731992874,0.0,18
9,1.3151650428771973,0.0,0.0,0.0,20,0.01,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8771666666666668,0.8771666666666668,0.0,6
10,1.3658993244171143,0.0,0.0070002079010009766,0.0,20,0.1,sgd,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8789104416013207,0.8789104416013207,0.0,1
11,1.075575351715088,0.0,0.021810054779052734,0.0,20,0.1,adam,"{'hidden_layer_sizes': 20, 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8789104416013207,0.8789104416013207,0.0,1
12,3.527984142303467,0.0,0.0,0.0,"(10, 10)",0.001,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8553134726545132,0.8553134726545132,0.0,22
13,2.3752498626708984,0.0,0.0071353912353515625,0.0,"(10, 10)",0.001,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8771666666666668,0.8771666666666668,0.0,6
14,3.084547281265259,0.0,0.007055044174194336,0.0,"(10, 10)",0.01,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8771666666666668,0.8771666666666668,0.0,6
15,1.9395077228546143,0.0,0.006999969482421875,0.0,"(10, 10)",0.01,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8771666666666668,0.8771666666666668,0.0,6
16,2.1996023654937744,0.0,0.0020499229431152344,0.0,"(10, 10)",0.1,sgd,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8771666666666668,0.8771666666666668,0.0,6
17,1.3604257106781006,0.0,0.0,0.0,"(10, 10)",0.1,adam,"{'hidden_layer_sizes': (10, 10), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8771666666666668,0.8771666666666668,0.0,6
18,4.112823724746704,0.0,0.003999948501586914,0.0,"(20, 20)",0.001,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'sgd'}",0.8708379696995635,0.8708379696995635,0.0,19
19,2.872565746307373,0.0,0.006998538970947266,0.0,"(20, 20)",0.001,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.8789104416013207,0.8789104416013207,0.0,1
20,2.0841434001922607,0.0,0.018819332122802734,0.0,"(20, 20)",0.01,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'sgd'}",0.8771666666666668,0.8771666666666668,0.0,6
21,1.8340132236480713,0.0,0.0020864009857177734,0.0,"(20, 20)",0.01,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.8771666666666668,0.8771666666666668,0.0,6
22,1.6341123580932617,0.0,0.004999637603759766,0.0,"(20, 20)",0.1,sgd,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'sgd'}",0.8771666666666668,0.8771666666666668,0.0,6
23,1.517319679260254,0.0,0.0188140869140625,0.0,"(20, 20)",0.1,adam,"{'hidden_layer_sizes': (20, 20), 'learning_rate_init': 0.1, 'solver': 'adam'}",0.8771666666666668,0.8771666666666668,0.0,6
