n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,9.314610719680786,0.0,0.32347774505615234,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9600679694137638,0.9600679694137638,0.0,3
26,13.781055450439453,0.0,1.944925308227539,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9482323232323232,0.9482323232323232,0.0,18
26,9.238933801651001,0.0,0.34181714057922363,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9600679694137638,0.9600679694137638,0.0,3
26,11.815740585327148,0.0,1.0286891460418701,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9592397043294616,0.9592397043294616,0.0,9
26,9.12335467338562,0.0,0.34410738945007324,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9600679694137638,0.9600679694137638,0.0,3
26,10.211050510406494,0.0,0.8285050392150879,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9592875318066157,0.9592875318066157,0.0,8
26,7.715792894363403,0.0,0.22898077964782715,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9588398379185328,0.9588398379185328,0.0,12
26,11.796143293380737,0.0,0.9947712421417236,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9596109113977586,0.9596109113977586,0.0,6
26,7.763208627700806,0.0,0.23943352699279785,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9588398379185328,0.9588398379185328,0.0,12
26,9.382277727127075,0.0,0.9438920021057129,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9610721123165284,0.9610721123165284,0.0,1
26,7.9447736740112305,0.0,0.23033881187438965,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.9588398379185328,0.9588398379185328,0.0,12
26,8.777470588684082,0.0,0.8887555599212646,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.9591663122075713,0.9591663122075713,0.0,10
26,9.979785442352295,0.0,0.20019197463989258,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.958119658119658,0.958119658119658,0.0,15
26,9.356720447540283,0.0,0.8645446300506592,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9595572584078331,0.9595572584078331,0.0,7
26,9.901915550231934,0.0,0.2002849578857422,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.958119658119658,0.958119658119658,0.0,15
26,3.7524216175079346,0.0,0.5342085361480713,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9601024109238318,0.9601024109238318,0.0,2
26,4.204198837280273,0.0,0.1639707088470459,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.958119658119658,0.958119658119658,0.0,15
26,4.575838088989258,0.0,0.49010729789733887,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.9589274313683762,0.9589274313683762,0.0,11
25,9.000952005386353,0.0,0.3444092273712158,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9600679694137638,0.9600679694137638,0.0,3
25,13.467958450317383,0.0,1.8364105224609375,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9482323232323232,0.9482323232323232,0.0,18
25,8.951571464538574,0.0,0.3338797092437744,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9600679694137638,0.9600679694137638,0.0,3
25,11.32188892364502,0.0,1.135209560394287,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9592397043294616,0.9592397043294616,0.0,9
25,9.000952005386353,0.0,0.3444092273712158,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9600679694137638,0.9600679694137638,0.0,3
25,9.989817380905151,0.0,0.7497127056121826,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.9597116200169636,0.9597116200169636,0.0,6
25,7.3754260540008545,0.0,0.2564373016357422,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9588398379185328,0.9588398379185328,0.0,11
25,11.426774024963379,0.0,0.993398904800415,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9594080338266385,0.9594080338266385,0.0,8
25,7.4255523681640625,0.0,0.27028679847717285,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9588398379185328,0.9588398379185328,0.0,11
25,9.130706548690796,0.0,0.918848991394043,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9608677158655892,0.9608677158655892,0.0,1
25,7.39565634727478,0.0,0.2691686153411865,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.9588398379185328,0.9588398379185328,0.0,11
25,8.439251184463501,0.0,0.8761723041534424,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.9591489361702128,0.9591489361702128,0.0,10
25,9.375215530395508,0.0,0.21024274826049805,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.958119658119658,0.958119658119658,0.0,14
25,9.183536291122437,0.0,0.8660192489624023,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9595572584078331,0.9595572584078331,0.0,7
25,9.435537338256836,0.0,0.22884654998779297,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.958119658119658,0.958119658119658,0.0,14
25,3.6270740032196045,0.0,0.5451831817626953,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9601024109238318,0.9601024109238318,0.0,2
25,4.03134822845459,0.0,0.14987611770629883,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.958119658119658,0.958119658119658,0.0,14
