,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,0.07800006866455078,0.0,1.5170011520385742,0.0,5,1,"{'n_neighbors': 5, 'p': 1}",0.9243442445263386,0.9243442445263386,0.0,7
1,0.07599925994873047,0.0,1.2479994297027588,0.0,5,2,"{'n_neighbors': 5, 'p': 2}",0.9341394947095659,0.9341394947095659,0.0,3
2,0.07600045204162598,0.0,1.6869988441467285,0.0,10,1,"{'n_neighbors': 10, 'p': 1}",0.9218647406434668,0.9218647406434668,0.0,9
3,0.1100003719329834,0.0,1.4850013256072998,0.0,10,2,"{'n_neighbors': 10, 'p': 2}",0.932896174863388,0.932896174863388,0.0,6
4,0.10800027847290039,0.0,1.947997808456421,0.0,15,1,"{'n_neighbors': 15, 'p': 1}",0.9212513484358145,0.9212513484358145,0.0,10
5,0.10299801826477051,0.0,1.6430044174194336,0.0,15,2,"{'n_neighbors': 15, 'p': 2}",0.9365454936545493,0.9365454936545493,0.0,1
6,0.12299919128417969,0.0,1.9369988441467285,0.0,20,1,"{'n_neighbors': 20, 'p': 1}",0.9200873362445415,0.9200873362445415,0.0,11
7,0.12099838256835938,0.0,1.791999340057373,0.0,20,2,"{'n_neighbors': 20, 'p': 2}",0.9346037245560849,0.9346037245560849,0.0,2
8,0.1139988899230957,0.0,1.9519999027252197,0.0,25,1,"{'n_neighbors': 25, 'p': 1}",0.9223447977503784,0.9223447977503784,0.0,8
9,0.11199331283569336,0.0,1.8859999179840088,0.0,25,2,"{'n_neighbors': 25, 'p': 2}",0.9339926897441411,0.9339926897441411,0.0,4
10,0.09699320793151855,0.0,1.8750004768371582,0.0,30,1,"{'n_neighbors': 30, 'p': 1}",0.919189719015465,0.919189719015465,0.0,12
11,0.11600041389465332,0.0,1.8699986934661865,0.0,30,2,"{'n_neighbors': 30, 'p': 2}",0.9333045542844808,0.9333045542844808,0.0,5
