n_features,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
26,0.004999637603759766,0.0,0.0019998550415039062,0.0,{},0.936896197327852,0.936896197327852,0.0,1
25,0.005998849868774414,0.0,0.0009996891021728516,0.0,{},0.9362402303578775,0.9362402303578775,0.0,1
24,0.005002021789550781,0.0,0.0019986629486083984,0.0,{},0.9359950607120806,0.9359950607120806,0.0,1
23,0.00500178337097168,0.0,0.0010004043579101562,0.0,{},0.9358024691358025,0.9358024691358025,0.0,1
22,0.004000425338745117,0.0,0.0019991397857666016,0.0,{},0.9359950607120806,0.9359950607120806,0.0,1
21,0.004000663757324219,0.0,0.0019989013671875,0.0,{},0.935006170300288,0.935006170300288,0.0,1
20,0.004002809524536133,0.0,0.0009992122650146484,0.0,{},0.9344295991778007,0.9344295991778007,0.0,1
19,0.0030014514923095703,0.0,0.0020003318786621094,0.0,{},0.9341834635952284,0.9341834635952284,0.0,1
18,0.004001140594482422,0.0,0.0019996166229248047,0.0,{},0.934156378600823,0.934156378600823,0.0,1
17,0.003997802734375,0.0,0.002000093460083008,0.0,{},0.9331413289446616,0.9331413289446616,0.0,1
16,0.004000186920166016,0.0,0.0009999275207519531,0.0,{},0.932674490426189,0.932674490426189,0.0,1
15,0.00599980354309082,0.0,0.0010004043579101562,0.0,{},0.9324546952224053,0.9324546952224053,0.0,1
14,0.003000974655151367,0.0,0.002000570297241211,0.0,{},0.9326467559217302,0.9326467559217302,0.0,1
13,0.0029997825622558594,0.0,0.002000570297241211,0.0,{},0.9326467559217302,0.9326467559217302,0.0,1
12,0.0030024051666259766,0.0,0.0009999275207519531,0.0,{},0.9324546952224053,0.9324546952224053,0.0,1
11,0.0029997825622558594,0.0,0.0010006427764892578,0.0,{},0.93220688234082,0.93220688234082,0.0,1
10,0.0030002593994140625,0.0,0.0019996166229248047,0.0,{},0.9311340206185567,0.9311340206185567,0.0,1
9,0.003000497817993164,0.0,0.00099945068359375,0.0,{},0.9307216494845361,0.9307216494845361,0.0,1
8,0.002997875213623047,0.0,0.002000570297241211,0.0,{},0.9303380049464137,0.9303380049464137,0.0,1
7,0.003000974655151367,0.0,0.0009999275207519531,0.0,{},0.9302517540239372,0.9302517540239372,0.0,1
6,0.004000186920166016,0.0,0.0008249282836914062,0.0,{},0.9296181630546956,0.9296181630546956,0.0,1
5,0.003000497817993164,0.0,0.0010001659393310547,0.0,{},0.9285714285714286,0.9285714285714286,0.0,1
4,0.0020003318786621094,0.0,0.002000093460083008,0.0,{},0.9281585466556566,0.9281585466556566,0.0,1
3,0.002001523971557617,0.0,0.0009996891021728516,0.0,{},0.9279669762641899,0.9279669762641899,0.0,1
2,0.002001047134399414,0.0,0.0009999275207519531,0.0,{},0.9165309446254072,0.9165309446254072,0.0,1
1,0.001999378204345703,0.0,0.002001047134399414,0.0,{},0.0,0.0,0.0,1
