,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,170.41826963424683,0.0,5.351432800292969,0.0,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8860166551006247,0.8860166551006247,0.0,11
1,235.46935272216797,0.0,19.54928994178772,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7947840562286137,0.7947840562286137,0.0,18
2,170.0774335861206,0.0,5.469569683074951,0.0,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8860166551006247,0.8860166551006247,0.0,11
3,202.70564436912537,0.0,14.676093816757202,0.0,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8724279835390947,0.8724279835390947,0.0,17
4,169.94263792037964,0.0,5.3922810554504395,0.0,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.8860166551006247,0.8860166551006247,0.0,11
5,177.65989017486572,0.0,14.009385347366333,0.0,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.8866655166465414,0.8866655166465414,0.0,10
6,154.2190294265747,0.0,4.4487268924713135,0.0,10,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8869655530552191,0.8869655530552191,0.0,4
7,202.3755841255188,0.0,14.706905364990234,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8728516310066643,0.8728516310066643,0.0,16
8,154.3886857032776,0.0,4.483572244644165,0.0,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8869655530552191,0.8869655530552191,0.0,4
9,168.88033986091614,0.0,15.235099792480469,0.0,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8851152313290591,0.8851152313290591,0.0,15
10,154.60647702217102,0.0,4.4603822231292725,0.0,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.8869655530552191,0.8869655530552191,0.0,4
11,150.77075600624084,0.0,14.199939250946045,0.0,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.8891557995881948,0.8891557995881948,0.0,2
12,186.12380599975586,0.0,3.2025809288024902,0.0,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8868496234092286,0.8868496234092286,0.0,7
13,172.14000415802002,0.0,14.730360984802246,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8852459016393442,0.8852459016393442,0.0,14
14,186.14772391319275,0.0,3.2684924602508545,0.0,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8868496234092286,0.8868496234092286,0.0,7
15,67.70132994651794,0.0,9.148299217224121,0.0,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8879109500388299,0.8879109500388299,0.0,3
16,80.72396302223206,0.0,2.605144500732422,0.0,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8868496234092286,0.8868496234092286,0.0,7
17,88.25778985023499,0.0,8.404750347137451,0.0,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.8904660111158615,0.8904660111158615,0.0,1
